Property ID|Property|owner_id|comp_id|Owner|owner_publish|Symbol|pctOwner
921|Lincoln Hills Town Center|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
925|Villages at Urbana|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
927|Clackamas Promenade|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
928|Market at Bay Shore|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
929|Home Depot Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
930|Corsica Square S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
931|Miller West Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
935|Village Commons S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
937|Pinetree Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
941|Shoprite S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
942|The Shoppes at Wilde Lake|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
945|Clive Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
946|Plantation Commons|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.767
947|Maplewood Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
948|Coral Square Promenade|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
950|Homestead Towne Square|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.0717
952|Springfield S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
953|St. Andrews Center|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
963|North Brunswick Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
964|Tradewinds S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
965|Curlew Crossing S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
969|Pleasant Valley Promenade|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
970|Center of the Hills|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
980|D'Andrea Marketplace|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
981|Fire Mountain Center|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
982|El Camino North|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
984|Montgomery Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
985|Gardena Gateway Center|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
987|Flagler Park Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
995|Costco Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
1000|Centrum @ Crossroads|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
1005|Wayne Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
1006|Ridgedale Festival Center|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
1010|Del Norte Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
1018|Wilkens Beltway Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.9272
1019|Willowbrook Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
1020|Holiday Center|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
1021|Crocker Ranch|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
1028|Radcliffe Center|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
1029|Timonium Square|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
1030|Shawan Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
1075|4S Commons Town Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.8454
1079|Alden Bridge|76|76|Regency Centers|Regency Centers (REG)|REG|0.2
1080|Allen Street Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1081|Amerige Heights Town Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
1082|Anastasia Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
1085|Apple Valley Square|76|76|Regency Centers|Regency Centers (REG)|REG|0.25
1087|Applewood Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1088|Alcove On Arapahoe|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1090|Ashburn Farm Village Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1091|Ashford Place|76|76|Regency Centers|Regency Centers (REG)|REG|1
1094|Aurora Marketplace|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1095|Aventura Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
1097|Bayhill Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1100|Belleview Square|76|76|Regency Centers|Regency Centers (REG)|REG|1
1102|Berkshire Commons|76|76|Regency Centers|Regency Centers (REG)|REG|1
1103|Bethany Park Place|76|76|Regency Centers|Regency Centers (REG)|REG|0.2
1104|Bloomingdale Square|76|76|Regency Centers|Regency Centers (REG)|REG|1
1105|Blossom Valley|76|76|Regency Centers|Regency Centers (REG)|REG|0.2
1106|Boulevard Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
1108|Boynton Lakes Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
1109|Braemar Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.25
1110|Brea Marketplace|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1112|Brentwood Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
1113|Briarcliff La Vista|76|76|Regency Centers|Regency Centers (REG)|REG|1
1114|Briarcliff Village|76|76|Regency Centers|Regency Centers (REG)|REG|1
1115|Bridgeton|76|76|Regency Centers|Regency Centers (REG)|REG|1
1116|Buckhead Court|76|76|Regency Centers|Regency Centers (REG)|REG|1
1117|Buckley Square|76|76|Regency Centers|Regency Centers (REG)|REG|1
1120|Caligo Crossing|76|76|Regency Centers|Regency Centers (REG)|REG|1
1121|Cambridge Square|76|76|Regency Centers|Regency Centers (REG)|REG|1
1122|Cameron Village|76|76|Regency Centers|Regency Centers (REG)|REG|0.3
1126|Carmel Commons|76|76|Regency Centers|Regency Centers (REG)|REG|1
1127|Carriage Gate|76|76|Regency Centers|Regency Centers (REG)|REG|1
1128|Cascade Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|0.2
1129|Centerplace of Greeley III Phase I|76|76|Regency Centers|Regency Centers (REG)|REG|1
1130|Centre Ridge Marketplace|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1133|Chasewood Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
1134|Cherry Grove|76|76|Regency Centers|Regency Centers (REG)|REG|1
1135|Cherrywood Square|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1137|City Avenue Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1139|Civic Center Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1140|Clayton Valley Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
1142|Cloppers Mill Village|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1144|Cochran Commons|76|76|Regency Centers|Regency Centers (REG)|REG|0.2
1145|Cochran's Crossing|76|76|Regency Centers|Regency Centers (REG)|REG|1
1147|Colonial Square|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1148|Market at Colonnade Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
1150|Corbin's Corner|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1151|Corkscrew Village|76|76|Regency Centers|Regency Centers (REG)|REG|1
1152|Corral Hollow|76|76|Regency Centers|Regency Centers (REG)|REG|0.25
1153|Corvallis Market Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
1154|Costa Verde Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
1156|Courtyard Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
1158|Cornerstone Square|76|76|Regency Centers|Regency Centers (REG)|REG|1
1159|Crossroads Commons|76|76|Regency Centers|Regency Centers (REG)|REG|0.2
1161|Dardenne Crossing|76|76|Regency Centers|Regency Centers (REG)|REG|1
1164|Sope Creek Crossing|76|76|Regency Centers|Regency Centers (REG)|REG|1
1165|Diablo Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
1168|Dunwoody Hall|76|76|Regency Centers|Regency Centers (REG)|REG|0.2
1169|Dunwoody Village|76|76|Regency Centers|Regency Centers (REG)|REG|1
1170|East Pointe|76|76|Regency Centers|Regency Centers (REG)|REG|1
1173|Eastgate Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1174|El Camino Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
1175|El Cerrito Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
1176|El Norte Pkwy Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
1178|Encina Grande|76|76|Regency Centers|Regency Centers (REG)|REG|1
1180|Point 50|76|76|Regency Centers|Regency Centers (REG)|REG|1
1181|Falcon Marketplace|76|76|Regency Centers|Regency Centers (REG)|REG|1
1182|Falcon Ridge Town Center|22|22|Site Centers|Site Centers (SITC)|SITC|1
1184|Fenton Marketplace|76|76|Regency Centers|Regency Centers (REG)|REG|1
1185|Festival at Manchester Lakes|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1186|Festival at Woodholme|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1189|Firstfield Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1191|Five Points Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1192|Fleming Island|76|76|Regency Centers|Regency Centers (REG)|REG|1
1193|Folsom Prairie City Crossing|76|76|Regency Centers|Regency Centers (REG)|REG|1
1196|Fox Mill Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1198|French Valley Village Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
1199|Friars Mission Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
1201|Garden Square|76|76|Regency Centers|Regency Centers (REG)|REG|1
1203|Gateway 101|76|76|Regency Centers|Regency Centers (REG)|REG|1
1204|Gateway Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
1206|Gelson's Westlake Market Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
1208|Glen Oak Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
1209|Glenwood Village|76|76|Regency Centers|Regency Centers (REG)|REG|1
1210|Golden Hills Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
1212|Granada Village|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1213|Shoppes of Grande Oak|76|76|Regency Centers|Regency Centers (REG)|REG|1
1215|Greenbriar Town Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1216|Greenway Town Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1218|Haddon Commons|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1219|Hancock|76|76|Regency Centers|Regency Centers (REG)|REG|1
1220|Hanover Village Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1221|Harpeth Village Fieldstone|76|76|Regency Centers|Regency Centers (REG)|REG|1
1222|Harris Crossing|76|76|Regency Centers|Regency Centers (REG)|REG|1
1223|Hasley Canyon Village|76|76|Regency Centers|Regency Centers (REG)|REG|0.2
1224|Heritage Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
1225|Hershey|76|76|Regency Centers|Regency Centers (REG)|REG|1
1226|Hibernia Pavilion|76|76|Regency Centers|Regency Centers (REG)|REG|1
1228|Hickory Creek Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
1229|Hillcrest Village|76|76|Regency Centers|Regency Centers (REG)|REG|1
1230|Hilltop Village|76|76|Regency Centers|Regency Centers (REG)|REG|1
1231|Hinsdale|76|76|Regency Centers|Regency Centers (REG)|REG|1
1234|Howell Mill Village|76|76|Regency Centers|Regency Centers (REG)|REG|1
1235|Hyde Park|76|76|Regency Centers|Regency Centers (REG)|REG|1
1236|Indian Springs Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
1240|Inglewood Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
1242|Jefferson Square|76|76|Regency Centers|Regency Centers (REG)|REG|1
1243|John's Creek Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.2
1244|Julington Village|76|76|Regency Centers|Regency Centers (REG)|REG|0.2
1245|Kamp Washington Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1246|Keller Town Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
1250|Kings Park Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1251|Kirkwood Commons|76|76|Regency Centers|Regency Centers (REG)|REG|1
1253|Kroger New Albany Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.5
1255|Laguna Niguel Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1256|Lake Pine Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
1259|Lebanon/Legacy Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
1260|Littleton Square|76|76|Regency Centers|Regency Centers (REG)|REG|1
1261|Lloyd King Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
1262|Shoppes at Homestead|76|76|Regency Centers|Regency Centers (REG)|REG|1
1263|Brighten Park|76|76|Regency Centers|Regency Centers (REG)|REG|1
1264|Lorton Station Marketplace|76|76|Regency Centers|Regency Centers (REG)|REG|0.2
1267|Lower Nazareth Commons|76|76|Regency Centers|Regency Centers (REG)|REG|1
1270|Marina Shores|76|76|Regency Centers|Regency Centers (REG)|REG|0.2
1271|Mariposa Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1273|Market at Preston Forest|76|76|Regency Centers|Regency Centers (REG)|REG|1
1274|Market at Round Rock|76|76|Regency Centers|Regency Centers (REG)|REG|1
1275|Marketplace at Briargate|76|76|Regency Centers|Regency Centers (REG)|REG|1
1279|Northgate Plaza (Maxtown Road)|76|76|Regency Centers|Regency Centers (REG)|REG|1
1282|Mercer Square Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1283|Merchants Village|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1285|Millhopper Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
1287|Mockingbird Common|76|76|Regency Centers|Regency Centers (REG)|REG|1
1289|Monument Jackson Creek|76|76|Regency Centers|Regency Centers (REG)|REG|1
1290|Morningside Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
1292|Murrayhill Marketplace|76|76|Regency Centers|Regency Centers (REG)|REG|1
1293|Naples Walk Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
1295|Navajo Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1296|Newberry Square|76|76|Regency Centers|Regency Centers (REG)|REG|1
1297|Newland Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
1298|Newtown Square Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1299|Nocatee Town Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
1300|North Hills|76|76|Regency Centers|Regency Centers (REG)|REG|1
1301|Northgate Square|76|76|Regency Centers|Regency Centers (REG)|REG|1
1303|Northlake Village|76|76|Regency Centers|Regency Centers (REG)|REG|1
1304|Oakbrook Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
1305|Oakleaf Commons|76|76|Regency Centers|Regency Centers (REG)|REG|1
1308|Old St Augustine Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
1312|Overlake Fashion Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1313|Paces Ferry Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
1315|Panther Creek|76|76|Regency Centers|Regency Centers (REG)|REG|1
1318|Parkville Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1320|Peartree Village|76|76|Regency Centers|Regency Centers (REG)|REG|1
1321|Shoppes of Pebblebrook Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|0.5
1322|Pike Creek|76|76|Regency Centers|Regency Centers (REG)|REG|1
1324|Pine Lake Village|76|76|Regency Centers|Regency Centers (REG)|REG|1
1325|Pine Tree Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
1328|Plaza Hermosa|76|76|Regency Centers|Regency Centers (REG)|REG|1
1329|Plaza Square|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1330|Pleasant Hill Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1331|Point Loma Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1332|Powell Street Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
1333|Powers Ferry Square|76|76|Regency Centers|Regency Centers (REG)|REG|1
1334|Powers Ferry Village|76|76|Regency Centers|Regency Centers (REG)|REG|1
1336|Prestonbrook|76|76|Regency Centers|Regency Centers (REG)|REG|1
1338|Providence Commons|76|76|Regency Centers|Regency Centers (REG)|REG|0.25
1341|Raley's Supermarket|76|76|Regency Centers|Regency Centers (REG)|REG|0.2
1342|Ralston Square Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1343|Rancho San Diego Village|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1344|Red Bank Village|76|76|Regency Centers|Regency Centers (REG)|REG|1
1345|Regency Commons|76|76|Regency Centers|Regency Centers (REG)|REG|1
1346|Regency Square|76|76|Regency Centers|Regency Centers (REG)|REG|1
1350|Riverside Sq & River's Edge|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1351|Roscoe Square|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1352|Rockford Road Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1354|Rona Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
1355|Russell Ridge|76|76|Regency Centers|Regency Centers (REG)|REG|1
1356|Sammamish-Highlands|76|76|Regency Centers|Regency Centers (REG)|REG|1
1357|San Leandro Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
1358|Saratoga Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1359|Seal Beach|76|76|Regency Centers|Regency Centers (REG)|REG|0.2
1360|Seminole Shoppes|76|76|Regency Centers|Regency Centers (REG)|REG|0.5
1361|Sequoia Station|76|76|Regency Centers|Regency Centers (REG)|REG|1
1363|Sherwood Crossroads|76|76|Regency Centers|Regency Centers (REG)|REG|1
1365|Shiloh Springs|76|76|Regency Centers|Regency Centers (REG)|REG|0.2
1366|Shoppes @ 104|76|76|Regency Centers|Regency Centers (REG)|REG|1
1367|Shoppes at Bartram Park|76|76|Regency Centers|Regency Centers (REG)|REG|0.5
1371|Shoppes of Graylyn|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1372|Shoppes of Kildaire|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1374|Shops at County Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
1376|Shops at John's Creek|76|76|Regency Centers|Regency Centers (REG)|REG|1
1377|Shops at Quail Creek|76|76|Regency Centers|Regency Centers (REG)|REG|1
1378|Shops at Saugus|76|76|Regency Centers|Regency Centers (REG)|REG|1
1379|Shops at The Columbia|76|76|Regency Centers|Regency Centers (REG)|REG|0.25
1386|Silverado Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1387|Snell & Branham Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1389|Southcenter|76|76|Regency Centers|Regency Centers (REG)|REG|1
1390|Southpoint Crossing|76|76|Regency Centers|Regency Centers (REG)|REG|1
1391|Southside Marketplace|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1393|Spring Valley Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1395|Starke|76|76|Regency Centers|Regency Centers (REG)|REG|1
1397|Stefko Boulevard Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1398|Sterling Ridge|76|76|Regency Centers|Regency Centers (REG)|REG|1
1399|Stonebrook Plaza Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1402|Stroh Ranch|76|76|Regency Centers|Regency Centers (REG)|REG|1
1404|Suncoast Crossing|76|76|Regency Centers|Regency Centers (REG)|REG|1
1407|Sutton Square|76|76|Regency Centers|Regency Centers (REG)|REG|0.2
1409|Sweetwater Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|0.2
1410|Kenwood Square|22|22|Site Centers|Site Centers (SITC)|SITC|1
1411|Takoma Park|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1412|Tanasbourne Market|76|76|Regency Centers|Regency Centers (REG)|REG|1
1413|Tassajara Crossing|76|76|Regency Centers|Regency Centers (REG)|REG|1
1417|Town Square|76|76|Regency Centers|Regency Centers (REG)|REG|1
1419|Twin City Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
1421|Twin Oaks Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1422|Twin Peaks|76|76|Regency Centers|Regency Centers (REG)|REG|1
1425|Valencia Crossroads|76|76|Regency Centers|Regency Centers (REG)|REG|1
1426|Valley Centre|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1429|Village at Lee Airpark|76|76|Regency Centers|Regency Centers (REG)|REG|1
1430|Village Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
1431|Village Center at Dulles|76|76|Regency Centers|Regency Centers (REG)|REG|0.2
1432|Village Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1439|Walker Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
1441|Warwick Square Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1444|Watkins Park Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1445|Welleby Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
1446|Wellington Town Square|76|76|Regency Centers|Regency Centers (REG)|REG|1
1448|Weslayan Plaza East|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1449|Weslayan Plaza West|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1450|West Park Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
1451|Westchester Commons|76|76|Regency Centers|Regency Centers (REG)|REG|1
1452|Westchase|76|76|Regency Centers|Regency Centers (REG)|REG|1
1453|West Chester Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
1454|Westlake Village Plaza and Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
1456|Westwood Village|76|76|Regency Centers|Regency Centers (REG)|REG|1
1460|Willa Springs|76|76|Regency Centers|Regency Centers (REG)|REG|0.2
1461|Willow Festival|76|76|Regency Centers|Regency Centers (REG)|REG|1
1462|Willow Lake Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1463|Willow Lake West Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1464|Willston Centre I|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1465|Willston Centre II|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1467|Woodcroft Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
1468|Woodman Van Nuys|76|76|Regency Centers|Regency Centers (REG)|REG|1
1469|Woodmen Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
1470|Woodmoor Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1471|Woodside Central|76|76|Regency Centers|Regency Centers (REG)|REG|1
1472|Woodway Collection|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1473|Ygnacio Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|0.4
1480|Scottsdale Horizon|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1481|Monte Vista Village Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1482|Squaw Peak Plaza|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1483|Raintree Ranch Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1484|Entrada De Oro Plaza Shopping Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1485|Madera Village Shopping Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1487|Fountain Plaza|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1488|Camelback Village Square|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1490|Red Mountain Gateway|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1491|Pueblo Anozira Shopping Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1492|Broadway Marketplace|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1495|Oracle Wetmore Shopping Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1498|Shoppes At Bears Path|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1500|Chino Hills Marketplace|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1503|Centerwood Plaza|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1506|Valley Shopping Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1509|San Marcos Plaza|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1510|Rancho San Marcos Village|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1511|Gateway Plaza|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1513|Silver Creek Plaza|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1516|Southampton Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1519|Freedom Centre|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1520|El Camino Promenade|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1521|580 Market Place|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1524|Westminster Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1525|Greenhouse Marketplace|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1526|Stony Point Plaza|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1529|Lowry Town Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1531|Crossing At Stonegate|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1544|Tamiami Trail Shops|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.2
1546|Vizcaya Square Shopping Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1548|Northridge|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.2
1549|Embassy Lakes Shopping Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1550|Tj Maxx Plaza|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1551|Hollywood Hills Plaza|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.2
1553|Flamingo Pines|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1557|Phillips Crossing|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1558|Winter Park Corners|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1563|Countryside Centre|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1564|East Lake Woodlands|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.2
1567|Boca Lyons Plaza|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1568|Epic Village St. Augustine|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.7
1569|Pembroke Commons|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.2
