sector_id|market_id|Sector|Market|Distance to CBD|Commute Time|Median Household Income|Distance to Interstate|Sum of Interstates|Distance to Air / Rail|Population Density|Unemployment Rate|Distance to Seaport|500-Mile Population Ring|% College Degree|Median Home Age|Grade|Housing Affordability|Median Home Price|Grade Rank|% Office Establishments|Fiscal Health|Supply Barriers|Desirability Index|Cost of Living|Spending Power
1|204|Apartment|Philadelphia|14.93891166|31.0195546|79|4.27077891|254.66094114|11.00640376|1440|0.1020127|97.13844476||0.39090444|39.36291432|B+|Neutral|280|33|0.22841469|Stable|Very Low|50.83003028||
1|205|Apartment|Phoenix|14.19828739|25.77673082|71|7.14220475|72.01314725|9.86851181|2510|0.0653123|359.05049397||0.32976923|36.45407728|A-|Cheap|260|16|0.29147394|Stable|Low|72.4858762||
1|206|Apartment|Pittsburgh|9.65223596|27.34900922|66|2.77404537|108.19633386|8.71907755|1300|0.08398155|214.66111855||0.41652028|41.89486789|B-|Very Cheap|180|45|0.22183286|Stable|Very Low|40.20224285||
1|207|Apartment|Portland|8.11952419|27.03182027|82|2.90347558|89.98576241|6.67947868|2780|0.06663795|146.16765676||0.44887372|37.98633197|A-|Expensive|400|24|0.25836723|Stable|Average|55.67010051||
1|209|Apartment|Raleigh-Durham|13.82451115|25.48198946|78|3.80336811|113.33059729|7.34385423|1000|0.05027812|128.55863088||0.52183773|36.83605009|A|Neutral|280|4|0.28728731|Healthy|Low|63.77075085||
1|210|Apartment|Richmond|10.81527747|24.47267248|71|4.07307226|149.073574|8.53263865|640|0.061171|74.76450311||0.41197717|39.02510632|B+|Cheap|250|25|0.25193884|Healthy|Very Low|53.39417997||
1|212|Apartment|Sacramento|11.344593|27.21437672|81|3.17418054|100.97788103|8.94674691|2160|0.0756271|73.85512611||0.34175682|36.6082691|B+|Expensive|390|34|0.27300342|Stable|Low|50.99224784||
1|213|Apartment|Salt Lake City|10.85244539|22.131371|85|3.10435007|90.76973942|7.86514156|1770|0.0346993|589.61666751||0.37153464|33.31806859|A-|Neutral|320|8|0.29897594|Healthy|Low|65.10826479||
1|214|Apartment|San Antonio|10.73028255|25.53720552|64|2.80251027|134.22619713|6.56647129|2160|0.06618467|193.97794172||0.26865764|33.84536043|B+|Very Cheap|160|32|0.25476592|Stable|Very Low|63.73042357||
1|215|Apartment|Inland Empire|39.09260723|33.16797522|75|3.35304537|203.69372814|10.45337413|1570|0.08629388|55.96440108||0.2316806|35.48734039|B-|Expensive|380|44|0.19740952|Stable|Average|40.58018938||
1|216|Apartment|San Diego|15.51501683|26.62346159|88|2.02887442|150.03042736|26.35876657|3180|0.08058017|87.26162582||0.40417914|36.39409439|A-|Very Expensive|610|18|0.30563335|Stable|High|55.57264559||
1|217|Apartment|San Francisco|9.27470013|32.69878491|130|2.21678818|43.81026799|8.44844464|4320|0.06014161|14.54877253||0.58081256|40.0926423|A|Very Expensive|1110|5|0.31922655|Stable|Very High|53.14187035||
1|218|Apartment|San Jose|7.67852133|29.70396378|139|3.06739012|43.7918778|5.03604177|3590|0.05802804|35.53268961||0.54554826|37.6931243|A|Very Expensive|990|6|0.30275943|Stable|Very High|49.51415161||
1|219|Apartment|Seattle|10.66398081|30.99093324|104|2.28399325|108.64122959|8.81200586|3230|0.06684585|10.9873319||0.51313528|37.3545469|A++|Very Expensive|550|1|0.27491818|Healthy|Average|93.88014455||
1|220|Apartment|St. Louis|16.18795391|25.13071809|69|2.69304643|256.07014798|8.58135736|1010|0.05493275|566.65241664||0.3850063|39.51067533|B|Neutral|200|38|0.22067775|Healthy|Very Low|30.10153824||
1|225|Apartment|Tampa-St. Petersburg|13.86856045|27.30729018|62|4.90718259|108.78324085|7.99167307|1830|0.04616528|14.53728508||0.33511326|41.93786454|A-|Very Cheap|220|14|0.29558095|Stable|Very Low|76.83964798||
1|1264|Apartment|Honolulu|9.30435067|29.70040094|92|2.52022241|55.06633453|1199.17757833|1680|0.08764859|9.00043088||0.35490496|39.12505299|B+|Very Expensive|700|29|0.22780162|Stable|High|41.24546053||
1|1282|Apartment|Columbus|10.64463265|23.12612998|70|2.44515046|156.35980235|6.55451108|1200|0.05284941|355.09003251||0.41833081|35.52422617|B+|Cheap|200|35|0.25742136|Stable|Very Low|46.22690943||
1|1316|Apartment|Dallas / Fort Worth|14.84985838|28.08334891|74|4.55617277|305.07825323|8.22746956|2460|0.06532277|238.21299037||0.37782652|35.0263187|A-|Neutral|240|12|0.28633817|Stable|Low|64.9933027||
1|1521|Apartment|D.C. Metro|10.46704965|33.40733549|109|2.10285766|149.93770808|6.33890388|4090|0.05984848|36.23765728||0.54294209|37.05012719|A|Expensive|500|7|0.3372011|Healthy|Average|42.87613487||
1|1891|Apartment|Weighted Average|13.20207896|30.17298395|80|3.02715075|7167.57171467|23.33012496|2130|0.07322866|140.81336231||0.39742683|37.85079532|B+||390||0.26736835|||53.65981083||
6|150|Industrial|Atlanta|19.40646517|32.8654388|77|4.15138943|327.94872876|14.35086051|1330|0.0512639|223.21293767|61068219|0.41799941|36.53761551|A-|Cheap|240|19|0.29697789|Healthy|Very Low|64.05397637||
6|151|Industrial|Austin|10.12923053|26.55217942|83|4.72341707|48.45196733|9.37916314|1610|0.05359573|151.93198856|33690934|0.49749113|35.36506121|B+|Expensive|330|33|0.32452294|Stable|Very Low|88.93730524||
6|152|Industrial|Baltimore|14.63878978|31.31038136|87|2.77397847|221.90440203|9.70567957|1450|0.06027081|25.41477623|90058036|0.41214158|39.04104223|A|Expensive|320|13|0.26310913|Healthy|Average|31.77240545||
6|154|Industrial|Boston|13.76305019|32.32882926|98|2.71543045|298.24195164|10.2674893|1790|0.06816986|15.02250198|55009730|0.50349692|39.25003181|A|Very Expensive|510|14|0.2479527|Stable|Average|60.44299148||
6|156|Industrial|New Jersey (Central)|23.68799576|32.87518887|84|6.17688621|137.90164184|16.51914853|1460|0.06302143|51.89262694|77768154|0.43304621|41.38862348|A|Expensive|410|10|0.24735085|Concerning|High|36.53556333||
6|158|Industrial|Charlotte|8.77112806|27.00758625|69|1.79375256|123.87592845|6.96700898|1910|0.05835094|176.77223293|68726362|0.46191221|36.09972675|A-|Cheap|250|20|0.29081342|Stable|Very Low|68.35011488||
6|160|Industrial|Chicago|19.625317|32.58797433|80|2.72247245|454.18138091|7.62261185|1940|0.09112042|776.57857717|60753857|0.39868289|38.28044217|B|Expensive|280|40|0.25721379|Concerning|Average|46.94462305||
6|161|Industrial|Cincinnati|12.34977545|24.16576398|71|2.16541769|203.58353244|9.80281163|1220|0.05287605|523.00113976|85205130|0.37272061|38.09015961|B|Cheap|190|35|0.24167254|Stable|Very Low|43.62159849||
6|162|Industrial|Cleveland|16.30358005|24.41493636|60|2.19933617|279.02001669|9.41433936|1290|0.07329632|319.65276974|80488767|0.33965413|41.49737616|B-|Very Cheap|160|44|0.24403858|Stable|Very Low|40.4749541||
6|168|Industrial|Denver|9.26151249|27.44713115|88|2.86612264|117.24918653|11.31460911|3110|0.06992538|878.08507441|11208404|0.43532862|36.38178843|B+|Neutral|370|30|0.31418045|Stable|Average|74.3283045||
6|169|Industrial|Detroit|22.3373001|26.50976482|51|3.13968262|248.39985455|13.51727388|1830|0.06691607|431.61628315|59847779|0.34540637|39.2314168|C+|Cheap|200|47|0.22389436|Stable|Very Low|36.7571941||
6|172|Industrial|Fort Lauderdale|10.30932163|28.88932206|64|3.00277548|54.91586166|8.00531971|4520|0.05267581|21.20945707|20919054|0.32867157|40.71764334|A-|Cheap|270|22|0.29617327|Stable|Low|70.05303422||
6|177|Industrial|Houston|13.81587905|30.01492261|71|4.09739665|146.32746177|8.78218568|3220|0.08251185|15.20177492|35676656|0.34217964|33.93522285|A-|Neutral|220|24|0.27506632|Stable|Very Low|60.82598972||
6|178|Industrial|Indianapolis|12.613238|24.88970478|66|2.62286788|217.80683233|10.27888171|850|0.04628863|602.15896347|71470135|0.38859462|36.16380188|B|Very Cheap|180|39|0.25560729|Stable|Very Low|51.06522571||
6|179|Industrial|Jacksonville|10.19002686|25.59120311|71|4.41259323|95.43774245|11.3560688|1170|0.04377075|11.88182926|49134851|0.30400551|36.71331109|B|Very Cheap|190|34|0.25764353|Stable|Very Low|64.28124982||
6|180|Industrial|Kansas City|13.6639661|22.5280387|72|2.33213463|237.56668897|12.6373487|1070|0.05164067|640.83145011|29400644|0.40439069|37.4074938|C|Cheap|200|50|0.26744238|Healthy|Very Low|40.81760946||
6|182|Industrial|Las Vegas|8.94857766|25.11791272|62|3.7667284|68.63379394|6.648361|3000|0.09919632|238.54454487|45690011|0.24089466|37.85385488|A-|Very Cheap|240|17|0.28818683|Stable|Very Low|81.12057661||
6|185|Industrial|Long Island|24.8736478|35.09103128|122|5.02422321|55.83710374|20.12013551|2400|0.06367726|25.23726866|71166172|0.41705102|42.06843338|A-|Expensive|480|15|0.22977182|Stable|Average|36.00214692||
6|186|Industrial|Los Angeles|12.34210531|31.91806158|77|2.56674639|284.34894408|6.50157427|5050|0.12740003|23.89968654|46174358|0.33794438|37.21985743|A+|Very Expensive|650|2|0.24426339|Stable|High|52.09277538||
6|187|Industrial|Louisville|14.02131113|24.41720584|64|3.35324505|235.6237184|8.44025478|330|0.05153634|14.17386359|84754404|0.28848967|39.07657514|B-|Very Cheap|180|42|0.23430227|Concerning|Low|33.65418673||
6|188|Industrial|Memphis|11.0851807|22.26248442|57|2.76700066|53.57864584|5.70925293|1940|0.0698866|324.26438411|53354441|0.29735414|35.51714624|C|Very Cheap|130|49|0.23271197|Healthy|Very Low|38.35677892||
6|189|Industrial|Miami|10.93049429|34.16547905|59|7.02631752|26.52811405|5.93391096|4590|0.08101737|12.49750635|20290754|0.29405648|40.36163232|A-|Neutral|290|16|0.28776616|Stable|Low|73.6268113||
6|191|Industrial|Minneapolis|11.22403031|25.0276628|87|3.18014615|208.14843861|7.75878282|1230|0.04802941|1025.58003516|26905689|0.45090696|37.514536|C+|Neutral|270|48|0.28157106|Stable|Very Low|55.47378072||
6|192|Industrial|Nashville|13.42927358|26.88547373|72|3.16248093|157.93791439|7.78136514|770|0.04363324|381.15770216|62896120|0.41687072|36.53488291|B|Neutral|270|41|0.24493054|Stable|Very Low|67.48685792||
6|195|Industrial|New York|8.57175703|41.4708028|78|1.52685269|153.43392288|5.09427475|12940|0.10694395|14.88371056|73095917|0.39846311|37.89696744|A|Very Expensive|650|6|0.25326164|Concerning|Low|44.28423104||
6|197|Industrial|New Jersey (Northern)|10.60005299|33.33655575|98|2.00338253|156.96488689|7.40869056|3990|0.0793392|22.8079648|74255585|0.41216061|39.25397019|A|Expensive|440|7|0.2155413|Concerning|Average|34.43720945||
6|198|Industrial|Oakland-East Bay|18.27225295|36.37237618|113|3.60091703|236.40221217|10.95872841|1410|0.07372086|21.16386201|36073860|0.39035805|37.67406159|A|Very Expensive|600|9|0.24898199|Stable|Average|51.87230384||
6|201|Industrial|Orange County|9.75488544|28.43232536|101|2.66051698|69.46782032|7.04528595|4970|0.07381453|22.5924014|45676131|0.41452658|38.92838035|A+|Very Expensive|700|3|0.30182788|Stable|Very High|53.5698733||
6|202|Industrial|Orlando|11.48558562|29.10138813|65|6.24393362|48.75461424|8.43656055|1750|0.05780265|199.95093688|34614882|0.34872784|36.26252077|B|Very Cheap|230|38|0.28043874|Stable|Very Low|84.98316936||
6|203|Industrial|Palm Beach|12.58532177|25.67906008|68|3.48785666|47.63223558|8.14439105|2430|0.04761209|53.29434744|22016721|0.38338574|45.60676389|A-|Cheap|270|23|0.3056474|Stable|Average|80.34749344||
6|204|Industrial|Philadelphia|26.10015969|28.92488737|79|4.6804218|623.1523257|12.93739855|870|0.1020127|108.42092965|82468007|0.35394794|39.75796185|A-|Neutral|250|21|0.2140367|Stable|Very Low|50.41086196||
6|205|Industrial|Phoenix|14.92790021|25.97135554|71|7.50270951|72.01314725|10.24417698|2460|0.0653123|358.00986318|34305568|0.32483655|37.18492421|A-|Cheap|260|18|0.28878907|Stable|Very Low|79.34201146||
6|206|Industrial|Pittsburgh|12.15748413|27.17741149|66|2.97463427|210.15397974|10.21586797|810|0.08398155|212.13218692|100821211|0.39635216|42.83953989|B|Very Cheap|180|37|0.21309074|Stable|Very Low|39.94043513||
6|207|Industrial|Portland|7.95047162|27.0635811|82|2.70138374|89.98576241|6.46800925|2930|0.06663795|146.01437553|12610700|0.45179422|38.02633574|A-|Expensive|400|25|0.26031261|Stable|Low|56.43910724||
6|209|Industrial|Raleigh-Durham|13.82451115|25.48198946|78|3.80336811|113.33059729|7.34385423|1000|0.05027812|128.55863088|68629052|0.52183773|36.83605009|B+|Neutral|280|32|0.28728731|Healthy|Low|64.61475134||
6|210|Industrial|Richmond|10.99393145|24.42238175|71|4.03653817|153.92112111|8.57267155|630|0.061171|74.47494055|85062824|0.41045615|38.9180119|B+|Cheap|250|31|0.25155729|Healthy|Very Low|45.49633453||
6|212|Industrial|Sacramento|11.28832718|27.29419352|81|3.23334629|105.76966623|8.95289166|1720|0.0756271|73.34066168|36743484|0.33945634|36.49535973|B+|Expensive|390|28|0.27244325|Stable|Low|51.58109905||
6|213|Industrial|Salt Lake City|10.99778812|22.14634539|85|3.22174482|84.68471961|8.05724749|1740|0.0346993|588.71011515|11370653|0.36556138|33.30680346|B+|Neutral|320|27|0.29899481|Healthy|Very Low|65.81597643||
6|214|Industrial|San Antonio|9.37557339|24.75513264|64|2.22609833|125.71501428|5.58931391|2780|0.06618467|191.83005475|29709468|0.25529419|34.10873844|B-|Very Cheap|150|45|0.25664989|Stable|Very Low|64.73639762||
6|215|Industrial|Inland Empire|34.4340502|34.51663708|75|3.33839359|163.96466319|10.75176385|1760|0.08629388|50.66172517|46093756|0.22861289|34.00564857|A|Expensive|390|11|0.19335503|Stable|High|41.2663375||
6|216|Industrial|San Diego|15.50807651|26.60635997|88|2.03558611|150.03042736|26.34186309|3170|0.08058017|87.30145975|36028319|0.40371094|36.39054935|A|Very Expensive|610|12|0.30542817|Stable|High|53.72097686||
6|217|Industrial|San Francisco|9.15004512|32.71431331|130|2.1816432|43.81026799|8.28741636|4460|0.06014161|14.43105762|35470725|0.5798753|39.95689516|A+|Very Expensive|1120|1|0.31883939|Stable|Very High|70.83574879||
6|218|Industrial|San Jose|8.53319705|30.22656713|139|4.09635198|43.7918778|5.53754623|2100|0.05802804|36.82473675|39596023|0.53452148|37.72438291|A+|Very Expensive|980|4|0.29597972|Stable|Very High|53.88131406||
6|219|Industrial|Seattle|12.15330311|31.10284174|104|2.35386782|123.67328602|8.88255669|3190|0.06684585|12.47992899|11177861|0.47898298|37.24028412|A+|Very Expensive|510|5|0.26635403|Healthy|Average|94.33247615||
6|220|Industrial|St. Louis|16.28894135|25.1578063|69|2.67537992|264.16547011|8.61651701|980|0.05493275|566.60480365|57738837|0.38416311|39.51253064|C+|Neutral|200|46|0.22027421|Healthy|Very Low|30.34139567||
6|225|Industrial|Tampa-St. Petersburg|13.86856045|27.30729018|62|4.90718259|108.78324085|7.99167307|1830|0.04616528|14.53728508|31446176|0.33511326|41.93786454|B|Very Cheap|220|36|0.29558095|Stable|Low|77.90022956||
6|1264|Industrial|Honolulu|8.59463768|30.19589394|92|1.77116393|50.38655754|1198.62645023|2380|0.08764859|7.96194671|1421606|0.33150646|38.72803434|B+|Very Expensive|700|26|0.23542159|Stable|Average|41.48518504||
6|1282|Industrial|Columbus|8.87369061|22.76173336|70|1.86413226|137.83817187|5.79121626|1740|0.05284941|354.49944157|86597580|0.4018352|34.954177|B-|Cheap|190|43|0.25688355|Stable|Very Low|46.49172163||
6|1316|Industrial|Dallas / Fort Worth|14.0294481|28.18641474|74|4.50408884|306.91002885|8.11215368|2470|0.06532277|236.0641777|38313148|0.3669359|34.98189936|B+|Neutral|230|29|0.28484257|Stable|Low|65.81611093||
6|1521|Industrial|D.C. Metro|11.93968315|33.74259119|109|2.82199755|157.17343063|6.78217839|3410|0.05984848|38.10327309|88408061|0.55382942|37.44038002|A|Expensive|510|8|0.3425412|Healthy|Average|43.23249941||
6|1891|Industrial|Weighted Average|13.9594602|30.18867013|80|3.13733584|8145.35929931|18.4487708|1820|0.07322866|142.89610423||0.39110668|37.92578847|A||380||0.26405269|||54.28989933||
9|150|Office|Atlanta|12.9230722|30.75296622|77|3.03196673|195.57349079|9.58698527|1970|0.0512639|222.26447376||0.46317149|36.14492137|A+|Neutral|270|5|0.32468248|Healthy|Average|62.49958583||
9|151|Office|Austin|10.78284061|26.54762765|83|4.56100566|34.75591663|9.43660845|1580|0.05359573|150.8346774||0.49826388|35.32967459|A+|Expensive|330|2|0.32489022|Stable|Very Low|87.09793568||
9|152|Office|Baltimore|11.68425563|31.22590855|87|2.38919147|189.93081791|8.59652316|1710|0.06027081|24.73300882||0.41724158|38.93651523|B+|Neutral|320|28|0.26558793|Healthy|Average|27.04720419||
9|154|Office|Boston|13.57585455|32.61319656|98|2.84839313|260.39845215|10.48815329|2040|0.06816986|14.50116465||0.51421198|39.16333478|A+|Very Expensive|540|3|0.25263947|Stable|Average|59.45405612||
9|156|Office|New Jersey (Central)|19.69234322|33.35077318|84|4.16108084|124.05711534|14.79132398|1680|0.06302143|48.86942501||0.46901062|40.95014988|B-|Expensive|430|46|0.26253908|Concerning|Average|26.73472333||
9|158|Office|Charlotte|8.64975861|26.96540695|69|1.69600086|120.74421319|6.89188978|1950|0.05835094|177.5863285||0.46159932|36.10801822|A-|Cheap|250|19|0.29135549|Stable|Very Low|66.90328221||
9|160|Office|Chicago|16.19152941|33.01965985|80|2.20205441|286.22683988|6.0689419|4020|0.09112042|775.10398982||0.41508542|38.15583141|C+|Expensive|300|49|0.26883192|Concerning|Very Low|42.81752552||
9|161|Office|Cincinnati|12.11301494|24.26225842|71|2.28475956|209.41167534|9.65981044|1090|0.05287605|523.61494893||0.37039379|38.20715202|B|Cheap|190|35|0.24106744|Stable|Very Low|42.43445135||
9|162|Office|Cleveland|14.67533486|24.32331107|60|1.80381516|279.02001671|8.3767037|1440|0.07329632|321.1386239||0.33685744|41.30324118|B-|Very Cheap|160|39|0.24417434|Stable|Very Low|39.11128907||
9|168|Office|Denver|9.23739561|27.43263222|88|2.80611897|116.14859175|10.94905536|3210|0.06992538|878.44709814||0.43539202|36.38344669|A-|Neutral|370|15|0.31430058|Stable|Average|72.68836542||
9|169|Office|Detroit|16.67487121|25.93059683|51|2.38004564|201.17402013|11.7166838|2360|0.06691607|425.71698561||0.32272565|38.7377474|C+|Cheap|180|47|0.22079697|Stable|Very Low|35.51280135||
9|172|Office|Fort Lauderdale|9.62965166|28.88932206|64|2.85621923|54.91586167|7.3146293|4520|0.05267581|21.13085772||0.32867157|40.71764334|A-|Cheap|270|26|0.29617327|Stable|Average|68.47558941||
9|177|Office|Houston|13.67984257|29.43105347|71|3.79377599|140.18757809|7.41826033|3310|0.08251185|14.41898174||0.33142193|33.87945725|A-|Neutral|210|24|0.27775504|Stable|Low|59.06769384||
9|178|Office|Indianapolis|7.19307196|23.95493033|66|1.36730809|119.99578124|6.58288428|2360|0.04628863|598.82122418||0.32236463|34.90466539|C+|Very Cheap|140|48|0.25101301|Stable|Very Low|43.76589975||
9|179|Office|Jacksonville|9.03935542|25.59120311|71|3.56707402|95.43774245|10.07881053|1170|0.04377075|11.98252053||0.30400551|36.71331109|B-|Very Cheap|190|45|0.25764353|Stable|Very Low|48.91680728||
9|180|Office|Kansas City|12.43749246|22.5280387|72|2.09013217|237.56668898|11.99545525|1070|0.05164067|642.22695359||0.40439069|37.4074938|B-|Cheap|200|40|0.26744238|Healthy|Very Low|31.42936907||
9|182|Office|Las Vegas|7.67157191|25.15430373|62|3.43895229|53.12638162|6.24368747|3840|0.09919632|239.34833979||0.23674725|37.6025757|B|Very Cheap|240|33|0.28867338|Stable|Very Low|79.21994245||
9|185|Office|Long Island|25.38325319|35.09103128|122|4.85988143|55.83710374|20.41632244|2400|0.06367726|26.46000971||0.41705102|42.06843338|B-|Expensive|480|42|0.22977182|Stable|Low|35.03330877||
9|186|Office|Los Angeles|11.68508399|31.91072736|77|2.09426099|262.08411405|6.23248722|5530|0.12740003|22.57914949||0.33920824|37.15167071|A|Very Expensive|650|12|0.24495377|Stable|Very High|51.02786225||
