comp_id|sector_id|PMSector1_id|Balance Sheet Date|MRPO Date|Price Date|Date Last Published|Symbol|Company|Bloomberg Ticker|Currency|Sector|PM Sector 1|REITrader Sector|Primary Analyst|Secondary Analyst|Market Cap Rate|Development Pipeline|Funded Development|Dividend Pace|EBITDA (1-Yr Forward)|Overhead (Annual G&A)|LT NOI Growth|Pricing Model Adjustment - Market Risk|Pricing Model Adjustment - 5 Year Cash Flow|Price|Price (Split Adjusted)|52-Week Price Range|Net Price Change|Recommendation|Shares|Insider Shares (K)|Takeout Price|Takeout Probability|Daily Total Return|1-Year Total Returns|3-Year Total Returns (Annualized)|5-Year Total Returns (Annualized)|7 Year Annualized Total Return|10 Year Annualized Total Return|15 Year Annualized Total Return|20 Year Annualized Total Return|25 Year Annualized Total Return|30 Year Annualized Total Return|Value Per SF/Unit/Bed|Unit Type|MRPO|% Price Change|Public Equity|Dividend Yield|Takeout Premium|Takeout Premium to NAV|Cash|Current Assets|Land|CIP|Other RE Assets|Other Assets|Current Liabilities|Book Value of Debt|Mark to Market Adjustment in Debt|Book Value of Preferred Stock|Mark to Market Adjustment in Preferred Stock|Other Liabilities|Operating Value of RE|Total Assets|Net Assets|Liabilities|Net Liabilities|Private Equity|NAV|NAV (rounded)|NAV (Split Adjusted)|Premium to NAV|Premium to GAV|Net GAV Premium|Debt to EBITDA|Overhead as a % of Assets|EV|G&A as % of EV|Implied Value Per Unit|Nominal NOI|Economic NOI|Cap-Ex Reserve|Nominal Cap Rate|Economic Cap Rate|Implied Nominal Cap Rate|Implied Economic Cap Rate|Implied Market Cap Rate|Implied Net Nominal Cap Rate|Implied Net Economic Cap Rate|Implied Net Market Cap Rate|Leverage|Net Leverage|Net Leverage Ex-Preferreds|Comprehensive Leverage|SS NOI Growth (4 Year)|Inflation|NOI Growth plus Inflation|Pricing Model Adjustment - Sector Risk|IRR (Unlevered Return Expectation)|Implied IRR|Intrinsic NAV|Fair Value Net GAV Premium|Warranted Premium to GAV Component: Leverage|Warranted Price|Premium to Warranted Price|Warranted NAV Premium|Warranted Premium to GAV Component: Takeout|Warranted Premium|Intrinsic Real Estate Value|Warranted Implied Nominal Cap Rate|Implied Takeout Odds|REITrader Implied Nominal Cap Rate vs Peers (120 Day Average)|REITrader Implied Nominal Cap Rate vs Peers (60 Day Average)|REITrader Implied Nominal Cap Rate vs Peers (20 Day Average)|REITrader Implied Nominal Cap Rate vs Peers (5 Day Average)|REITrader Implied Cap Rate vs Peers|REITrader Warranted Implied Nominal Cap Rate Spread|REITrader Implied Nominal Cap Rate|REITrader Warranted Price|REITrader Premium to Warranted Price|Dividend Coverage Year|Dividend Coverage|Debt Maturities Measured Through Year|Implied Fully-Loaded Forward 16Q Economic Cap Rate|Same Store NOI (2019)|Same Store NOI (2022)|Nominal Cap Rate (2019 NOI)|Nominal Cap Rate (2022 NOI)|Implied Net Nominal Cap Rate (2019 NOI)|Implied Net Nominal Cap Rate (2022 NOI)|Year 1 - Defined|Year 2 - Defined|Year 3 - Defined|Year 4 - Defined|AFFO (Year 0)|AFFO (Year 1)|AFFO (Year 2)|AFFO (Year 3)|AFFO (Year 4)|AFFO Yield (Year 0)|AFFO Yield (Year 1)|AFFO Yield (Year 2)|AFFO Yield (Year 3)|AFFO Yield (Year 4)|AFFO Growth (Year 1)|AFFO Growth (Year 2)|AFFO Growth (Year 3)|AFFO Growth (Year 4)|AFFO (12-Month Back)|AFFO (12-Month Forward)|1-Year Forward REIT AFFO Yield|AFFO Growth (12-Month Forward)|AFFO Multiple (12-Month Forward)|EBITDA (Year 1)|EBITDA (Year 2)|EBITDA (Year 3)|EBITDA (Year 4)|EBITDA Multiple (Year 1)|EBITDA Multiple (Year 2)|EBITDA Multiple (Year 3)|EBITDA Multiple (Year 4)|FFO (Year 0)|FFO (Year 1)|FFO (Year 2)|FFO (Year 3)|FFO (Year 4)|FFO Yield (Year 0)|FFO Yield (Year 1)|FFO Yield (Year 2)|FFO Yield (Year 3)|FFO Yield (Year 4)|FFO Growth (Year 1)|FFO Growth (Year 2)|FFO Growth (Year 3)|FFO Growth (Year 4)|FFO (12-Month Back)|FFO (12-Month Forward)|FFO Growth (12-Month Forward)|FFO Multiple (12-Month Forward)|Same Store NOI Growth (Year 0)|Same Store NOI Growth (Year 1)|Same Store NOI Growth (Year 2)|Same Store NOI Growth (Year 3)|Same Store NOI Growth (Year 4)|Same Store NOI Growth (Year 5)|Same Store NOI Growth (12 Month Forward)|Independent Board|Non-staggered Board|Investment by Board Members|Independent Directors that own > $200K|Insider Ownership|Board Investment|Conduct|Proxy Access|Total Board Rating|State of Incorporation|Business Combination Provision|Control Share Acquistion Provision|Board Later Vote|Shareholder Amendments|State Anti-takeover Provisions|Ownership Limits from 5/50 Rule|Insider Blocking Power|Shareholder Rights Plan|Board Authority Rights Plan|Shareholder Rights Plan Total|Total WME Rating|Other Business Dealings with Management|Divergent Tax Basis of Insiders|Total Other Issues Rating|Total Corporate Governance Score
182|9|9|31/12/2020|09/03/2021|26/04/2021|23/04/2021|OFC|Corporate Office Properties|OFC US EQUITY|USD|Office|Office|Office LB|DI|DBu||594385|314669|1.1|315000|39000|-0.01688186|0.001|1|28.26|28.26|21.72 - 28.26|0.31|HOLD|113534|655.538|34|0|0.01109124|0.2426444|0.04972731|0.04126233|0.03984858|0.01219993|0.00567107|0.0998738|0.12446139||286.05091774|SF|HOLD|0.01109123|3208.47084|0.03892427|0.20311394|0.05559956|12087|200239.25|244323|368616.00479865|-87708.3375|16500|142717|2089413.5|52600.8299678|0|0|77146|5264657.84669107|6018714.76398972|6006627.76398972|2361877.3299678|2349790.3299678|3656837.43402192|32.20918345|32.25|32.20918345|-0.12261048|-0.07449541|-0.07464531|6.5946873|0.00647979|5558261.1699678|0.00701658|264.74143877|346226.43443168|254346.02626165|0.26537664|0.06576428|0.04831198|0.07105776|0.05220069||0.07106927|0.05220914||0.39242221|0.39119959|0.39119959|0.42052949|0.0133525|0.022|-0.00838186|-0.001|0.04287159|0.03996062|32.53252277|-0.08026634|-0.00620906|28.98871619|-0.02513793|-0.099986|0|-0.06087151|0.05475435|0.07001781|0|0.00319812|0.00398756|0.00441104|0.00389939|0.00379598|0.00387403|0.07113581|28.20616807|0.00190852|2021|1.15883017|2023|0.04740575|342716.77173209|346032.58900524|0.06509763|0.06572746|0.07034885|0.07102948|2021|2022|2023|2024|1.30049241|1.27471319|1.34248384|1.41753385|1.46548598|0.04601884|0.04510662|0.04750474|0.05016043|0.05185725|-0.01982266|0.05316541|0.05590385|0.03382786|1.29404761|1.29165585|0.04570615|-0.00184827|21.87889285|||||||||2.12583372|2.21313267|2.32679025|2.39215114|2.48151635|0.07522412|0.07831326|0.08233511|0.08464795|0.0878102|0.04106575|0.05135597|0.02809058|0.03735768|2.14765846|2.24154707|0.04371673|12.6073641|0.016|-0.00763721|0.00142278|0.01611789|0.02385839|0.01214029|-0.00537221|1|30|0|3|0|3|15|0|49|MD|2|2|0|0|4|0|8|5|0|5|17|3|2|5|71
184|9|9|31/12/2020|27/05/2020|26/04/2021|23/04/2021|ARE|Alexandria Real Estate Equities|ARE US EQUITY|USD|Office|Office||DI|DBu||2749700|1959378|4.36|963615.05953214|148000|0|0|0.9875|179.57|179.57|140.53 - 179.88|0.22|HOLD|143952|1369.643|148|0|0.00122669|0.2301773|0.12652145|0.15810046|0.15829836|0.11140373|0.07024196|0.11432867|||798.42511058|Square Foot|HOLD|0.00122665|25849.46064|0.02428022|-0.17580888|0.01313638|1711222|1648160|2007609.332|1941777.40681993|0|1791609.33333333|1135424|8873487|649651.40876999|0|0|11342|22598181.8816736|31698559.9538269|29987337.9538269|10669904.40877|8958682.40876999|21028655.5450569|146.08102385|146|146.08102385|0.22924933|0.15208278|0.16076136|7.43270347|0.00466898|34808143.04877|0.00425188|919.85182039|1094959.29482626|913744.95923277|0.1654987|0.04845342|0.04043445|0.04205724|0.03509682||0.0417428|0.03483442||0.33660534|0.29874884|0.29874884|0.31589145|0.03523121|0.022|0.006|-0.001|0.04848442|0.03823186|179.06258726|0.00210286|0.01153959|183.68498654|-0.02240241|0.25741853|0|0.18051504|0.21040817|0.04138594|0||||||||||2021|1.16963866|2023|0.03395627|1075848.16793295|1236653.84756504|0.04760773|0.0547236|0.04101423|0.04714457|2021|2022|2023|2024|4.66348096|5.09962457|5.61002699|6.01219543|6.37579485|0.02597027|0.02839909|0.03124145|0.03348107|0.0355059|0.09352319|0.10008627|0.07168743|0.06047698|4.77251686|5.22722518|0.02910968|0.09527642|34.35283425|||||||||7.30420963|7.70000981|8.31045044|8.7964981|9.24679913|0.04067611|0.04288027|0.04627973|0.04898646|0.05149412|0.05418795|0.0792779|0.05848632|0.05119094|7.40315968|7.85261997|0.06071195|22.86752711|0.051|0.0510058|0.04061322|0.03728453|0.03165445|0.03140192|0.04840766|1|5|0|3|0|3|10|5|24|MD|2|2|3|0|7|0|8|5|0|5|20|3|1|4|48
186|19|19|31/12/2020|19/08/2020|26/04/2021|08/03/2021|DLR|Digital Realty Trust|DLR US EQUITY|USD|Data Center|Data Center|Data Center|DG|MS||3773552|1691119|4.64|2470688.0302|289000|-0.005|0|1|148.23|148.23|125.66 - 161.10|-0.81|HOLD|290839.754|1626.873|0|0|-0.00543481|0.1597401|0.14154937|0.15258625|0.18593138|0.13355941|0.15688685||||1430.85872609|SF|HOLD|-0.00543478|43111.17673542|0.03130271|||410401|603111|1012044|3833300.64575853|0|3193323.38480457|1094930|17441344.4565617|910543.85153455|956250|49700.5|1409704|44873011.6996757|53925191.7302388|53514790.7302388|21862472.8080962|21452071.8080962|32062718.9221425|110.24187196|110.25|110.24187196|0.34458892|0.20488491|0.20645615|6.89319868|0.00535928|64563248.5435162|0.00447623|1724.02008101|2602912.2702|2164121.79116|0.16857675|0.05800619|0.04822769|0.04814251|0.0400268||0.04807981|0.03997467||0.40542225|0.40086248|0.38206487|0.34822288|0.02449939|0.022|0.017|-0.004|0.06227579|0.04938033|108.72584617|0.216479|-0.0047358|154.68022002|-0.04170035|0.40309863|0|0.24151152|-0.00922258|0.0467915|0|-0.00146565|-0.00192195|-0.00219068|-0.00205055|-0.00193083|-0.00190721|0.04816613|148.12043967|0.00073967|2021|1.0951604|2023|0.03796952|2457914|2571823.66473256|0.05477488|0.05731337|0.04540147|0.04750556|2021|2022|2023|2024|4.49549515|5.08154424|5.40162047|5.76549044|6.20383722|0.03032784|0.03428148|0.0364408|0.03889557|0.04185278|0.13036364|0.06298798|0.06736311|0.0760294|4.64200742|5.1615633|0.03482131|0.11192483|28.71804363|||||||||5.10952214|6.48681544|7.0250065|7.55086055|8.15526821|0.03447023|0.04376183|0.04739261|0.05094016|0.05501766|0.26955423|0.08296691|0.0748546|0.08004487|5.45384547|6.62136321|0.21407239|22.38662877|-0.01900684|0.002|0.026|0.025|0.024|0.023|0.008|5|5|1|3|0|4|10|5|29|MD|2|2|0|0|4|0|8|5|0|5|17|3|2|5|51
195|11|11|31/12/2020|16/03/2021|26/04/2021|21/04/2021|ROIC|Retail Opportunity Investments Corp|ROIC US EQUITY|USD|Strip Center|Strip Center|Strip Center - High Quality|VT|EA||0|0|0.44|177790.06057109|16755|-0.005|0|1|17.69|17.69|8.08 - 17.69|0.11|BUY|127980.222|2947|19.5|0.2|0.00625714|0.9274017|-0.00268225|-0.01275745|0.04581321|0.0780072|||||312.55526833|SF|BUY|0.00625711|2263.97012718|0.02487281|0.10231769|0.14790613|4822|35570|10000|0|0|5107|17687|1383580|29044.75748464|0|0|35280|3584150.61014454|3639649.61014454|3634827.61014454|1465591.75748464|1460769.75748464|2174057.8526599|16.9874518|17|16.9874518|0.04135689|0.02470355|0.02473632|7.75497795|0.00460347|3724739.88466464|0.0044983|320.27649375|194545.06057109|153690.59785116|0.21|0.05427926|0.04288062|0.0529707|0.04184685||0.05296901|0.04184552||0.40267386|0.40188144|0.40188144|0.43359006|0.0357397|0.022|0.02|0|0.06479907|0.0592229|16.68744887|0.0356761|-0.01025227|19.44939465|-0.09046012|0.14492714|0.00044545|0.08668361|-0.03256114|0.04995474|0|-0.0006405|-0.00015526|0.00016089|-2.929E-05|2.358E-05|-0.00016604|0.05278108|17.7946944|-0.00588346|2021|1.33666416|2023|0.04099164|200421.88017213|202321.81466427|0.05591893|0.05644903|0.05456909|0.05508639|2021|2022|2023|2024|0.58741366|0.58813223|0.62068847|0.64490105|0.71183659|0.03320597|0.03324659|0.03508697|0.03645568|0.04023949|0.00122328|0.05535531|0.03900923|0.10379195|0.5875933|0.59627129|0.03370669|0.0147687|29.66770377|||||||||1.04600125|0.99041896|1.04957655|1.09621706|1.18275104|0.05912952|0.0559875|0.05933163|0.06196818|0.06685987|-0.05313788|0.05972986|0.04443745|0.07893873|1.03210568|1.00520836|-0.02606063|17.59834155|-0.046|0.01748192|0.03997405|0.03440227|0.0343317|0.03426229|0.02310495|0|5|1|3|0|4|5|0|14|MD|2|2|0|0|4|5|8|5|0|5|22|3|2|5|41
213|4|25|31/12/2020|26/11/2018|26/04/2021|16/04/2021|OHI|Omega Healthcare Investors|OHI US EQUITY|USD|Health Care|Health Care - Skilled Nursing|Health Care - Skilled Nursing|LH|JM||47811.031|28826.808|2.68|931024.2795|59000|-0.009|0|0.93|38.44|38.44|24.84 - 39.16|0.55|SELL|240631.21|2719.573|42|0|0.01451567|0.5008979|0.19667059|0.08968978|0.08897613|0.12875302|0.14470876|0.22630323|0.08409127||98.48703421|beds|SELL|0.0145157|9249.8637124|0.06971904|0.09261186|1.12040012|163535|14431|0|52732.3235|0|1689834|0|5227382.471|460523|0|0|312305|8846000.64671525|10766532.9702152|10602997.9702152|6000210.471|5836675.471|4766322.49921525|19.80758231|19.75|19.80758231|0.94067097|0.41643315|0.42285599|5.43900689|0.00547994|15086539.1834|0.00391077|139.50029986|850181.88750001|848056.43278125|0.0025|0.09610918|0.09586891|0.06785296|0.06768333||0.06754667|0.0673778||0.55730201|0.55047407|0.55047407|0.39536994|0.0225|0.022|0.0115|-0.009|0.09657705|0.06437242|22.15539909|0.35087739|-0.00416036|37.09123566|0.03636342|0.87257764|0|0.39224627|0.06868881|0.06932842|0.27476657|-0.00212045|-0.00212395|-0.00224271|-0.00235411|-0.00212058|-0.00221031|0.06776323|38.52391986|-0.00217838|2021|1.1338837|2023|0.06784433|804296|859816.66598413|0.09092199|0.09719835|0.06390105|0.06831215|2021|2022|2023|2024|2.81939182|3.03880832|3.12884477|3.26470722|3.403023|0.07334526|0.07905329|0.08139555|0.08492995|0.08852817|0.07782405|0.02962887|0.04342256|0.04236698|2.87424595|3.06131743|0.07963885|0.06508541|12.55668543|||||||||3.23422056|3.29162391|3.38175077|3.51607942|3.65342173|0.08413685|0.08563017|0.08797479|0.09146929|0.09504219|0.01774874|0.02738067|0.03972163|0.03906121|3.2485714|3.31415563|0.02018864|11.59873112|0.0225|0.0225|0.0225|0.0225|0.0225|0.0225|0.0225|1|30|1|3|0|4|10|5|50|MD|2|2|0|0|4|0|8|5|0|5|17|3|2|5|72
214|5|0|31/12/2020|20/08/2019|26/04/2021|23/04/2021|PEB|Pebblebrook Hotel Trust|PEB US EQUITY|USD|Lodging||Lodging|LH|CD|0.00906637|0|0|0.04|358897.69364274|32000|-0.011|0|0.167|24.6|24.6|9.29 - 26.11|0.05|SELL|131544.329|2555.229|19.07|0|0.00203668|1.235965|-0.08234209|0.00155034|-0.01113099|0.04231401|||||425.82529644|Room|SELL|0.00203666|3235.9904934|0.00162602|-0.22479675|0.00303879|124274|22251|0|0|0|47819|226446|2415000|63816.44210901|510000|-27050|141392|5636210.93404053|5830554.93404053|5706280.93404053|3329604.44210901|3205330.44210901|2500950.49193152|19.01222585|19|19.01222585|0.29390426|0.1260669|0.12881245|6.38267128|0.00548833|6441320.93550901|0.00496793|479.50777265|80920|56644|0.3|0.01435716|0.01005001|0.01274983|0.00892488|0.00805136|0.01271882|0.00890317|0.00803178|0.57106133|0.5617197|0.4770849||2.40826777|0.022||||||||23.19975|0.06035625|0.22025428||0.09653311||0.01311785||-0.0063842|-0.00610689|-0.00605087|-0.00607597|-0.00594915|-0.00615448|0.0125445|25.41694871|-0.03214189|2021|-23.48049925|2023|0.00481416|476100|390897.69364274|0.08447164|0.0693547|0.07483231|0.06144041|2021|2022|2023|2024|-1.44032882|-0.93921997|0.69794615|0.92507064|1.04596179|0|0|0.02837179|0.0376045|0.04251877|||0.32541836|0.13068316|-1.31505161|-0.52992844|-0.02154181|-0.59702841|-46.4213621|48.53833333|350.70259783|392.0898413|414.18063861|131.26225188|18.16710505|16.249467|15.38278312|-1.86223076|-0.82189946|1.45204972|1.76819495|1.93763249|0|0|0.05902641|0.07187784|0.07876555|||0.21772342|0.09582515|-1.60214794|-0.25341217|-0.84182973|-97.07505557|-1.08272511|-2.999392|3.96397562|0.11181024|0.05676076|0.03755234|-1.2585501|0|30|1|3|0|4|5|5|44|MD|2|2|0|0|4|0|8|5|0|5|17|3|2|5|66
216|11|11|31/12/2020|02/12/2020|26/04/2021|21/04/2021|AKR|Acadia Realty Trust|AKR US EQUITY|USD|Strip Center|Strip Center|Strip Center - High Quality|VT|PRS||250201.705|202329.782|0.6|131896.43370993|25723.6|-0.012|0|1|20.81|20.81|9.29 - 21.39|-0.12|SELL|91623.926|2081|0|0|-0.00573342|0.5430039|-0.0508396|-0.08395663|-0.0105456|0.03648131|0.02645156|0.1045071|0.07534446||428.36188629|SF|SELL|-0.0057334|1906.69390006|0.02883229|||15211|4822|0|172863.95417273|0|216158.75035939|0|1154027|93490.68703307|0|0|42637|2361772.3136992|2770828.01823132|2755617.01823132|1290154.68703307|1274943.68703307|1480673.33119825|16.16033492|16.25|16.16033492|0.28772084|0.15375208|0.15460079|8.63416825|0.00928372|3181637.58709307|0.00808502|494.22341695|140394.43370993|118633.29648489|0.155|0.05944453|0.05023062|0.05152279|0.04353676||0.05148492|0.04350475||0.46562063|0.46267086|0.46267086|0.54857187|0.04712251|0.022|0.009|0|0.06501394|0.04949437|16.01902513|0.16005133|-0.02685476|19.12324835|0.08820424|0.1833448|0|0.09851651|0.03384944|0.05414011|0|-0.00052178|-0.0015111|-0.00177822|-0.00156436|-0.00142433|-0.00134386|0.05160326|20.75559177|0.00262138|2021|1.13048272|2023|0.03986536|161893.13459129|148325.02424748|0.06854731|0.06280242|0.05936884|0.05439319|2021|2022|2023|2024|0.72232124|0.67828963|0.77992834|0.77496769|0.84439022|0.0347103|0.03259441|0.03747854|0.03724016|0.04057618|-0.06095849|0.14984559|-0.00636039|0.08958119|0.71131334|0.70369931|0.03381544|-0.01070419|29.57229001|||||||||1.02211123|1.07754181|1.20277183|1.21747517|1.30164076|0.04911635|0.05178|0.05779778|0.05850433|0.06254881|0.05423146|0.11621825|0.01222455|0.06913126|1.03596888|1.10884932|0.07035003|18.76720283|-0.14|0.00837717|0.05648793|0.05440214|0.03964234|0.03809047|0.02040486|0|30|1|1|0|2|15|0|47|MD|0|2|0|0|2|0|8|5|0|5|15|3|2|5|67
217|6|6|31/12/2020|12/03/2021|26/04/2021|16/04/2021|TRNO|Terreno Realty Corp|TRNO US EQUITY|USD|Industrial|Industrial|Industrial|VT|NF||64109|61448|1.16|120200.37397844|22000|0.01|-0.0003|1.065|63.46|63.46|45.84 - 63.67|0.11|HOLD|68376.364|1483.063|0|0|0.00173637|0.1394279|0.21366555|0.22658838|0.20481519|0.1597553|||||259.62570117|SF|HOLD|0.00173639|4339.16405944|0.01827923|||107836|17114|0|67825.15842105|0|0|67910|461271|15993.40488956|0|0|0|3730886.1700847|3923661.32850575|3815825.32850575|545174.40488956|437338.40488956|3378486.92361619|49.41015763|49.5|49.41015763|0.2843513|0.24484201|0.2517613|2.94038187|0.00560701|4776502.46432956|0.00460588|323.19298033|140788.37397844|120374.05975156|0.145|0.03773591|0.0322642|0.03031381|0.02591831||0.03014625|0.02577504||0.13894533|0.11461175|0.11461175|0.1315826|0.05452373|0.022|0.031|-0.001|0.06600807|0.0541747|55.31031585|0.13207202|0.0025904|62.22095261|0.01991367|0.25927452|0|0.22955862|0.08490161|0.0308489|0|-0.00825396|-0.00747889|-0.00683412|-0.0069225|-0.0069382|-0.00737237|0.02987965|64.49796092|-0.01609293|2021|1.03522938|2023|0.02472442|124970.73|145737.7766443|0.03349626|0.03906251|0.0267593|0.03120604|2021|2022|2023|2024|1.02628623|1.20086608|1.31773101|1.44061364|1.54613321|0.01617218|0.0189232|0.02076475|0.02270113|0.0243639|0.17010834|0.0973172|0.0932532|0.07324627|1.06993119|1.23008231|0.01938359|0.14968357|51.59004349|||||||||1.45876469|1.61515388|1.75652606|1.9031665|2.02615608|0.02298715|0.02545153|0.02767926|0.02999002|0.03192808|0.10720659|0.08752861|0.08348321|0.06462366|1.49786199|1.65049693|0.10190187|38.4490265|0.047|0.06205|0.05715|0.05465|0.05315|0.05315|0.060825|4|30|1|3|0|4|20|0|58|MD|2|2|3|0|7|5|8|5|5|10|30|3|2|5|93
218|9|9|31/12/2020|20/01/2021|26/04/2021|23/04/2021|PDM|Piedmont Office Realty Trust|PDM US EQUITY|USD|Office|Office|Office LB|DI|DBu||0|0|0.84|260000|28000|-0.0154|0.0008|1|18.2|18.2|11.42 - 19.97|0.11|BUY|125544|1206.085|19|0|0.00608075|0.03395288|0.0411192|0.01718938|0.05045223|0.03813466|||||277.24927299|SF|BUY|0.00608071|2284.9008|0.04615385|0.04395604|-0.18725502|7331|152108|49402.3|0|0|6880.8|174571|1632610|25792.4329927|0|0|0|4552164.5624893|4767886.6624893|4760555.6624893|1832973.4329927|1825642.4329927|2934913.2294966|23.37756667|23.5|23.37756667|-0.22147586|-0.13633135|-0.13654129|6.25107308|0.00587262|4110543.2329927|0.00681175|239.45150508|292255.05577935|201610.56785676|0.31015541|0.06420134|0.04428895|0.07433561|0.05128002||0.07435369|0.05129249||0.38444149|0.38349356|0.38349356|0.37927897|0.0080139|0.022|-0.0039|-0.001|0.04169076|0.04210347|22.66793149|-0.1200741|0.00203146|20.28541607|-0.10280371|-0.13226999|0|-0.0815453|0.03153362|0.06989193|0|0.00773021|0.00699526|0.00704217|0.00684313|0.00707384|0.00715269|0.07441447|18.16524156|0.00191346|2021|1.20941992|2023|0.04484333|294626.54866667|309331.02913963|0.0647223|0.06795251|0.07495703|0.07869805|2021|2022|2023|2024|0.91168789|1.01591273|1.09924938|1.11805201|1.13131241|0.05009274|0.05581938|0.06039832|0.06143143|0.06216002|0.11432075|0.08203131|0.01710497|0.01186027|0.9377441|1.03674689|0.05696411|0.10557549|17.55491155|||||||||1.89327422|1.90501377|2.02176971|2.05531461|2.08102185|0.10402606|0.10467109|0.11108625|0.11292937|0.11434186|0.00620066|0.06128876|0.01659185|0.01250769|1.89620911|1.93420276|0.02003663|9.40956162|-0.017|0.04090651|0.02563872|-0.00602447|0.00449347|0.00820503|0.03708956|1|30|1|3|0|4|15|0|50|MD|2|2|0|0|4|5|8|5|0|5|22|3|2|5|77
221|95|6|31/12/2020|12/03/2021|26/04/2021|12/03/2021|COLD|Americold Realty Trust|COLD US EQUITY|USD|Cold Storage|Industrial|Cold Storage|VT|NF||606132.1219|279739.2389|0.84|505734.27260931|86370.0566086|-0.0105|0|1|39.66|39.66|29.01 - 41.05|0.4|BUY|256829|750.102|0|0|0.01018848|0.1695143|0.28151412||||||||6.09721584|cu. ft|BUY|0.01018849|10185.83814|0.02118003|||621051|410615|65299.3|524119.04364247|1699000|351380.29665203|393616|2975204|88665.51595339|0|0|231043.87522803|8336723.22240198|12008187.8626965|11387136.8626965|3688529.39118142|3067478.39118142|8319658.47151506|32.39376578|32.5|32.39376578|0.22430965|0.15540893|0.16388489|4.65492083|0.0071926|13253316.5311814|0.00651686|7.04477765|487483.17921792|407191.83205261|0.16470588|0.05847419|0.04884315|0.05060909|0.04227348||0.05024053|0.04196562||0.30716786|0.26938101|0.26938101|0.23982891|0.03954522|0.022||||||||42.4362|-0.06542056|0.31001132||0.22650016||0.0481354||0|0|0|0|0|0|0.05060909|39.66|0|2021|1.54153468|2023|0.04014746|454607.01062033|510385.44476426|0.05453066|0.06122135|0.04685228|0.05260086|2021|2022|2023|2024|1.12881566|1.29488913|1.44598458|1.67482206|1.96183361|0.02846232|0.03264975|0.03645952|0.0422295|0.0494663|0.14712187|0.11668601|0.15825721|0.17136838|1.17033403|1.33266299|0.03360219|0.13870311|29.75996199|||||||||1.23600348|1.37439571|1.53230128|1.76850033|2.09374571|0.03116499|0.03465446|0.03863594|0.04459154|0.05279238|0.11196751|0.11489091|0.15414661|0.18391027|1.27060154|1.4138721|0.11275806|28.05062773|0.056|0.05331103|0.04687962|0.03998634|0.03989369|0.03980333|0.05170318|5|30|1|2|0|3|13|0|51|MD|2|2|3|0|7|0|8|5|0|5|20|3|0|3|74
223|9|9|31/12/2020|09/03/2021|26/04/2021|23/04/2021|HPP|Hudson Pacific Prop|HPP US EQUITY|USD|Office|Office|Office|DI|DBu||467931.33|280144.08|1|380000|67100|-0.00803749|-0.001|0.98125|27.94|27.94|19.26 - 29.27|0.53|HOLD|152468.574|3655.54|0|0|0.01933603|0.1125886|-0.02553299|0.01937653|0.05315412|0.09389008|||||641.47743249|SF|HOLD|0.01933601|4259.97195756|0.03579098|||85752|137190.25|82474.59975|435774.15885484|0|60015.54562817|328040|2877846|167659.05460383|0|0|164916.25|8539759.12755022|9340965.68178323|9255213.68178323|3538461.30460383|3452709.30460383|5802504.3771794|38.05705153|38|38.05705153|-0.26583908|-0.16513629|-0.16666632|7.34761579|0.00718341|7712681.26216383|0.00869996|535.54622904|458592.29611675|336213.01918398|0.26685855|0.05370085|0.03937032|0.06432289|0.04715778||0.06444099|0.04724436||0.37881108|0.3730556|0.3730556|0.37872831|0.02265629|0.022|-0.00203749|-0.001|0.03775307|0.0373905|31.77948771|-0.07054657|0.00211406|28.1647414|-0.00797953|-0.2599337|0|-0.16296398|-0.04749715|0.06404149|0|0.00538343|0.00545713|0.00520472|0.00557853|0.00538708|0.00540595|0.06434176|27.92500048|0.00053714|2021|1.05227744|2023|0.04044329|421276.8|460338.93853696|0.04933123|0.05390538|0.05919745|0.06468643|2021|2022|2023|2024|0.92369234|1.05227744|1.19278928|1.22685264|1.3030593|0.03305985|0.03766204|0.0426911|0.04391026|0.04663777|0.13920771|0.13353117|0.02855773|0.06211558|0.95583862|1.0874054|0.03891931|0.1376454|25.69418912|||||||||1.86719668|1.92821288|2.11731569|2.2400799|2.30940861|0.0668288|0.06901263|0.0757808|0.08017466|0.082656|0.03267797|0.09807154|0.05798106|0.03094921|1.88245073|1.97548858|0.04942379|14.14333661|-0.002|0.05510953|0.03772453|0.01923499|0.01854532|0.01527108|0.05076328|5|5|1|3|0|4|10|0|24|MD|2|2|0|0|4|0|8|5|0|5|17|3|0|3|44
