comp_id|sector_id|PMSector1_id|Balance Sheet Date|MRPO Date|Price Date|Date Last Published|Symbol|Company|Bloomberg Ticker|Currency|Sector|PM Sector 1|REITrader Sector|Primary Analyst|Secondary Analyst|Market Cap Rate|Development Pipeline|Funded Development|Dividend Pace|EBITDA (1-Yr Forward)|Overhead (Annual G&A)|LT NOI Growth|Pricing Model Adjustment - Market Risk|Pricing Model Adjustment - 5 Year Cash Flow|Price|Price (Split Adjusted)|52-Week Price Range|Net Price Change|Recommendation|Shares|Insider Shares (K)|Takeout Price|Takeout Probability|Daily Total Return|1-Year Total Returns|3-Year Total Returns (Annualized)|5-Year Total Returns (Annualized)|7 Year Annualized Total Return|10 Year Annualized Total Return|15 Year Annualized Total Return|20 Year Annualized Total Return|25 Year Annualized Total Return|30 Year Annualized Total Return|Value Per SF/Unit/Bed|Unit Type|MRPO|% Price Change|Public Equity|Dividend Yield|Takeout Premium|Takeout Premium to NAV|Cash|Current Assets|Land|CIP|Other RE Assets|Other Assets|Current Liabilities|Book Value of Debt|Mark to Market Adjustment in Debt|Book Value of Preferred Stock|Mark to Market Adjustment in Preferred Stock|Other Liabilities|Operating Value of RE|Total Assets|Net Assets|Liabilities|Net Liabilities|Private Equity|NAV|NAV (rounded)|NAV (Split Adjusted)|Premium to NAV|Premium to GAV|Net GAV Premium|Debt to EBITDA|Overhead as a % of Assets|EV|G&A as % of EV|Implied Value Per Unit|Nominal NOI|Economic NOI|Cap-Ex Reserve|Nominal Cap Rate|Economic Cap Rate|Implied Nominal Cap Rate|Implied Economic Cap Rate|Implied Market Cap Rate|Implied Net Nominal Cap Rate|Implied Net Economic Cap Rate|Implied Net Market Cap Rate|Leverage|Net Leverage|Net Leverage Ex-Preferreds|Comprehensive Leverage|SS NOI Growth (4 Year)|Inflation|NOI Growth plus Inflation|Pricing Model Adjustment - Sector Risk|IRR (Unlevered Return Expectation)|Implied IRR|Intrinsic NAV|Fair Value Net GAV Premium|Warranted Premium to GAV Component: Leverage|Warranted Price|Premium to Warranted Price|Warranted NAV Premium|Warranted Premium to GAV Component: Takeout|Warranted Premium|Intrinsic Real Estate Value|Warranted Implied Nominal Cap Rate|Implied Takeout Odds|REITrader Implied Nominal Cap Rate vs Peers (120 Day Average)|REITrader Implied Nominal Cap Rate vs Peers (60 Day Average)|REITrader Implied Nominal Cap Rate vs Peers (20 Day Average)|REITrader Implied Nominal Cap Rate vs Peers (5 Day Average)|REITrader Implied Cap Rate vs Peers|REITrader Warranted Implied Nominal Cap Rate Spread|REITrader Implied Nominal Cap Rate|REITrader Warranted Price|REITrader Premium to Warranted Price|Dividend Coverage Year|Dividend Coverage|Debt Maturities Measured Through Year|Implied Fully-Loaded Forward 16Q Economic Cap Rate|Same Store NOI (2019)|Same Store NOI (2022)|Nominal Cap Rate (2019 NOI)|Nominal Cap Rate (2022 NOI)|Implied Net Nominal Cap Rate (2019 NOI)|Implied Net Nominal Cap Rate (2022 NOI)|Year 1 - Defined|Year 2 - Defined|Year 3 - Defined|Year 4 - Defined|AFFO (Year 0)|AFFO (Year 1)|AFFO (Year 2)|AFFO (Year 3)|AFFO (Year 4)|AFFO Yield (Year 0)|AFFO Yield (Year 1)|AFFO Yield (Year 2)|AFFO Yield (Year 3)|AFFO Yield (Year 4)|AFFO Growth (Year 1)|AFFO Growth (Year 2)|AFFO Growth (Year 3)|AFFO Growth (Year 4)|AFFO (12-Month Back)|AFFO (12-Month Forward)|1-Year Forward REIT AFFO Yield|AFFO Growth (12-Month Forward)|AFFO Multiple (12-Month Forward)|EBITDA (Year 1)|EBITDA (Year 2)|EBITDA (Year 3)|EBITDA (Year 4)|EBITDA Multiple (Year 1)|EBITDA Multiple (Year 2)|EBITDA Multiple (Year 3)|EBITDA Multiple (Year 4)|FFO (Year 0)|FFO (Year 1)|FFO (Year 2)|FFO (Year 3)|FFO (Year 4)|FFO Yield (Year 0)|FFO Yield (Year 1)|FFO Yield (Year 2)|FFO Yield (Year 3)|FFO Yield (Year 4)|FFO Growth (Year 1)|FFO Growth (Year 2)|FFO Growth (Year 3)|FFO Growth (Year 4)|FFO (12-Month Back)|FFO (12-Month Forward)|FFO Growth (12-Month Forward)|FFO Multiple (12-Month Forward)|Same Store NOI Growth (Year 0)|Same Store NOI Growth (Year 1)|Same Store NOI Growth (Year 2)|Same Store NOI Growth (Year 3)|Same Store NOI Growth (Year 4)|Same Store NOI Growth (Year 5)|Same Store NOI Growth (12 Month Forward)|Independent Board|Non-staggered Board|Investment by Board Members|Independent Directors that own > $200K|Insider Ownership|Board Investment|Conduct|Proxy Access|Total Board Rating|State of Incorporation|Business Combination Provision|Control Share Acquistion Provision|Board Later Vote|Shareholder Amendments|State Anti-takeover Provisions|Ownership Limits from 5/50 Rule|Insider Blocking Power|Shareholder Rights Plan|Board Authority Rights Plan|Shareholder Rights Plan Total|Total WME Rating|Other Business Dealings with Management|Divergent Tax Basis of Insiders|Total Other Issues Rating|Total Corporate Governance Score
226|19|19|31/12/2020|30/11/2020|26/04/2021|08/03/2021|COR|CoreSite Realty Corp|COR US EQUITY|USD|Data Center|Data Center|Data Center|DG|MS||39000|383|4.92|359297.76722|49000|-0.0065|0|1|125.51|125.51|108.82 - 138.91|0.03|SELL|48689.7213966183|568.454|140|0.1|0.0002391|0.2222343|0.13635555|0.17138665|0.26227071|0.2746638|||||2324.78530447|SF|SELL|0.00023908|6111.04693249|0.03920006|0.11544897|0.35589842|5543|20849|149178.33497041|35921.46153846|0|30095|143018|2463837.61009525|14256.45536812|0|0|34999|7441863.26379729|7683450.06030616|7677907.06030616|2656111.06546337|2650568.06546337|5027338.99484279|103.25257263|103.25|103.25257263|0.21556293|0.14104444|0.14114627|6.84194235|0.00637734|8761614.99795293|0.00559258|2652.68335391|408297.76722001|336577.92865263|0.17565572|0.05486499|0.04522764|0.04808313|0.03963706||0.04807884|0.03963352||0.3456925|0.34522013|0.34522013|0.34335832|0.02098609|0.022|0.0155|-0.004|0.05759098|0.04630303|87.5434557|0.26740507|-0.00400612|113.60666288|0.10477675|0.10027925|0.01859714|0.06566083|-0.1147578|0.05148677|0.50589802|-0.00282441|-0.00258254|-0.00227127|-0.00199209|-0.00199021|-0.00241758|0.04765576|127.1247638|-0.0127022|2021|0.86029693|2023|0.03574372|414152.2|433453.09069783|0.05565168|0.05824524|0.04876823|0.05104099|2021|2022|2023|2024|4.12816362|4.23266092|4.4414532|4.75380399|5.14324062|0.03289111|0.03372369|0.03538725|0.0378759|0.04097873|0.02531327|0.04932885|0.07032626|0.08192105|4.15428795|4.28485899|0.03413958|0.03143043|29.29151234|||||||||5.30743481|5.53131805|5.85207041|6.31366886|6.87539229|0.04228695|0.04407074|0.04662633|0.05030411|0.05477964|0.04218295|0.05798841|0.0788778|0.08896942|5.36340562|5.61150614|0.04625802|22.36654418|0|0.04|0.03|0.02|0.017|0.017|0.0375|3|5|1|3|0|4|10|0|22|MD|2|2|3|0|7|0|2|5|0|5|14|3|2|5|41
228|6|6|31/12/2020|12/03/2021|26/04/2021|16/04/2021|PSB|PS Business Parks|PSB US EQUITY|USD|Industrial|Industrial|Industrial|VT|NF||0|0|4.2|283073.984375|13750|-0.0035|-0.0006962|1.055|163.56|163.56|110.32 - 163.84|-0.28|SELL|34934.902|399.791|0|0|-0.001709|0.1765802|0.14226915|0.12115058|0.12821968|0.13798861|0.10405294|0.12573523|0.13042011|0.14780706|216.56907874|SF|SELL|-0.00170898|5713.95257112|0.02567865|||69083|6795|69455.12|0|0|0|75673|0|0|944750|31350.9|0|6119440.45870492|6264773.57870492|6195690.57870492|1051773.9|982690.9|5212999.67870492|149.22038936|149.25|149.22038936|0.09609686|0.07996345|0.08085505|0|0.00219481|6696643.47112|0.00205327|233.88668887|296546.984375|257890.61640625|0.13035495|0.04845982|0.04214284|0.04487172|0.03902247||0.04483471|0.03899028||0.16788698|0.15860878|0.00106364|0.06344351|0.03611139|0.022|0.0125|-0.00096|0.05783079|0.05231026|140.11806779|0.13933024|0.0025904|157.54714151|0.03816546|0.0558017|0|0.04695106|-0.07145433|0.04630952|0|0.00965687|0.0081095|0.00738489|0.00765493|0.00761971|0.00820155|0.04545356|161.080913|0.01539032|2021|1.34797019|2023|0.04075084|290213.68478261|320799.91980578|0.04742487|0.05242308|0.04387718|0.04850149|2021|2022|2023|2024|5.37384776|5.66147478|5.8898534|6.22058704|6.46429445|0.03285551|0.03461405|0.03601035|0.03803245|0.03952247|0.05352348|0.04033907|0.05615312|0.03917756|5.44575452|5.71856944|0.03496313|0.05009681|28.60155881|||||||||6.5713222|6.91757453|7.18512707|7.57050633|7.85598789|0.04017683|0.0422938|0.04392961|0.04628581|0.04803123|0.05269142|0.03867722|0.05363569|0.0377097|6.65788528|6.98446267|0.04905122|23.41769265|-0.00947632|0.05875|0.03675|0.0371|0.0371|0.0335|0.05325|1|30|0|2|0|2|15|5|53|CA|1|1|1.5|0|3.5|0|0|2.5|0|2.5|6|3|0|3|62
229|9|9|31/12/2020|20/01/2021|26/04/2021|23/04/2021|AAT|American Assets Trust|AAT US EQUITY|USD|Office|Office||DI|DBu||255600|28998|1|195000|26750|-0.00806083|-0.0009|0.985|34.5|34.5|20.93 - 36.28|0.16|SELL|76657.292|24314.438|0|0|0.00465929|0.3408039|0.01929158|-0.01355052|0.02155685|0.07357857|||||481.15603449|SF|SELL|0.00465929|2644.676574|0.02898551|||137333|1716|0|29112.90146458|0|46667.07070707|65852|1411000|-4468.42888689|0|0|14557|4338652.76830512|4553481.74047677|4416148.74047677|1486940.57111311|1349607.57111311|3066541.16936366|40.00325461|40|40.00325461|-0.13757017|-0.0926466|-0.09552771|6.53162564|0.00587463|3994284.14511311|0.00669707|436.57856446|202998.497856|161074.38497302|0.20652425|0.04678837|0.03712544|0.05156576|0.04091618||0.05173002|0.04104652||0.32655024|0.30560736|0.30560736|0.38264416|0.01578203|0.022|0.01293917|-0.00035|0.04941614|0.04671578|33.08448667|0.02792478|0.00152668|32.22116762|0.0707247|-0.19453635|0|-0.13508461|0.01495899|0.05384227|0||||||||||2021|0.65405912|2023|0.03418054|236964.6|255250.57335337|0.05461709|0.05883176|0.06038559|0.0650454|2021|2022|2023|2024|0.95685418|0.65405912|0.84078|0.88110006|0.86505439|0.0277349|0.01895824|0.02437043|0.02553913|0.02507404|-0.31644849|0.28548013|0.04795554|-0.01821095|0.88115542|0.70073934|0.02031129|-0.20474944|49.23371364|||||||||1.8851969|1.73206568|2.00458859|2.08856521|2.09070893|0.05464339|0.0502048|0.05810402|0.06053812|0.06060026|-0.08122824|0.15733982|0.0418922|0.00102641|1.8469141|1.80019641|-0.025295|19.16457552|-0.031|0.0358472|0.07275088|8.472E-05|-0.00369227|-0.00396881|0.04507312|2|5|0|3|1|4|10|0|21|MD|2|0|0|0|2|5|0|5|0|5|12|3|0|3|36
230|6|6|31/12/2020|14/01/2021|26/04/2021|16/04/2021|EGP|EastGroup Properties|EGP US EQUITY|USD|Industrial|Industrial|Industrial|VT|NF||291500|225964|3.08|270511.04503264|16200|0.0005|0.0001|1.06|156.34|156.34|98.17 - 156.34|1.41|SELL|39789.953|836.677|0|0|0.00910086|0.4041907|0.2327025|0.22283439|0.16063983|0.16481358|0.12000011|0.14540715|0.15297581|0.15449775|145.82560556|SF|SELL|0.00910088|6220.76125202|0.01970065|||21|0|139934.54034825|378242.92287791|0|28747|69573|1314096|33571.74984052|0|0|28154|6395036.10609568|6941981.56932184|6941960.56932184|1445394.74984052|1445373.74984052|5496586.81948132|138.14006816|138.25|138.14006816|0.13174984|0.10431812|0.10431843|4.85774989|0.00233363|7666135.00186052|0.00211319|161.03785787|268463.84649823|222824.99259353|0.17|0.04198004|0.03484343|0.03801444|0.03155199||0.03801443|0.03155198||0.20821069|0.20820829|0.20820829|0.25724169|0.0396493|0.022|0.0225|-0.001|0.05997046|0.05427103|126.91574942|0.18025054|-0.00313377|142.73731773|0.09529871|0.03327962|0|0.02635053|-0.13323581|0.04090224|0|0.00038169|0.00069954|0.00093408|0.00091264|0.00076243|0.00073199|0.037984|156.49439692|-0.0009866|2021|1.36346498|2023|0.03270885|243962.56695652|274334.27524319|0.03814874|0.042898|0.03454505|0.03884568|2021|2022|2023|2024|3.91958215|4.19947213|4.50578962|4.80001187|5.06915051|0.02507088|0.02686115|0.02882045|0.03070239|0.03242389|0.07140812|0.0729419|0.06529871|0.05607041|3.98955465|4.2760515|0.02735098|0.07181174|36.5617673|||||||||5.38405945|5.70388838|6.05440261|6.38972483|6.68784576|0.03443814|0.03648387|0.03872587|0.0408707|0.04277757|0.05940293|0.0614518|0.05538486|0.0466563|5.46401668|5.79151694|0.05993764|26.99465471|0.03177144|0.0441|0.0413|0.0403|0.0385|0.0385|0.0434|0|5|1|3|0|4|20|0|29|MD|2|2|3|0|7|0|8|5|0|5|20|3|2|5|54
231|5|0|31/12/2020|13/11/2020|26/04/2021|23/04/2021|RLJ|RLJ Lodging Trust|RLJ US EQUITY|USD|Lodging||Lodging|LH|CD|0.01405407|0|0|0.04|343646.40664994|38000|-0.011|0|0.36|15.62|15.62|7.58 - 17.39|-0.11|HOLD|168040.273|2674.229|13.13|0|-0.00699301|1.012324|-0.03235052|-0.02732554|-0.02868122||||||196.08051216|Room|HOLD|-0.00699301|2624.78906426|0.00256082|-0.15941101|-0.01706182|905295.10526316|48323|0|0|0|32833|103275|2584555|20226.33612947|321986.875|7083.71125|79510|4374852.7|5361303.80526316|4456008.7|3116636.92237947|2211341.81711631|2244666.88288369|13.35791024|13.25|13.35791024|0.16934458|0.07090107|0.08530553|4.88659233|0.00708783|4836130.88137631|0.00785752|209.98283046|92064.42|64445.094|0.3|0.021044|0.0147308|0.01965075|0.01375552|0.01312359|0.01938994|0.01357296|0.01294941|0.58132071|0.49626066|0.42241193||2.23241392|0.022||||||||15.73|-0.00699301|0.17757941||0.08945373||0.01958768||0.00033047|0.00056456|0.00075389|0.00081847|0.00095176|0.00061685|0.01931583|16.21241138|-0.03654061|2021|-23.5928485|2023|0.00817098|438402|381646.40664994|0.10020955|0.0872364|0.09233303|0.08037958|2021|2022|2023|2024|-1.49432026|-0.94371394|0.55922753|0.69565128|0.7760588|0|0|0.03580202|0.04453593|0.04968366|||0.24395035|0.11558596|-1.35666868|-0.56797857|-0.03636226|-0.5813432|-27.50103746|66.60795|357.5586125|388.11390313|406.90782378|71.38749776|13.29844874|12.25149329|11.6856315|-1.4044367|-0.46763759|1.24070455|1.43306219|1.54843387|0|0|0.07943051|0.09174534|0.09913149|||0.15503904|0.0805071|-1.17023692|-0.04055206|-0.96534714|-385.18393211|-1.02558712|-9.38121026|3.23463868|0.08180455|0.0492624|0.02805576|-6.22724803|4|30|1|3|0|4|5|0|43|MD|2|2|3|0|7|0|8|5|0|5|20|3|2|5|68
233|105|105|31/12/2020|07/10/2020|26/04/2021|23/03/2021|AMT|American Tower Corp|AMT US EQUITY|USD|Tower|Tower|Tower|DG|MS||490000|431500|4.96|5886174.84780889|295000|0.0195|-0.007|1|252.99|252.99|198.66 - 271.29|-1.05|BUY|447113.545054712|2878.924|0|0|-0.00413319|-0.0289248|0.18026055|0.21504323|0.17155702|0.16807607|0.14884941|0.1149727|||726.55748656|Tower|BUY|-0.00413321|113115.25576339|0.01960552|||2019900|1044200|0|568362.06896552|0|4594452.5|1935200|49773295.4295216|818977.04|0|0|5715500|134878858.362844|143105772.93181|141085872.93181|58242972.4695216|56223072.4695216|84862800.4622884|189.8014529|189.75|189.8014529|0.3329192|0.19742359|0.20025007|8.11280614|0.00206141|169338328.232913|0.00174207|869.99707318|5916174.84780889|5590785.2311794|0.055|0.04386288|0.04145042|0.03663105|0.03461634||0.03654478|0.03453482||0.40699247|0.3985025|0.3985025|0.35435765|0.04217222|0.022|0.0415|-0.004|0.07155068|0.06296139|203.32717039|0.15091694|0.01041508|277.82390179|-0.0893872|0.46376067|0|0.27895089|0.05356581|0.03440189|0|0.00202773|0.00190549|0.00175642|0.00176438|0.00186559|0.00186351|0.03662896|253.01181677|-8.623E-05|2021|1.68440179|2023|0.03759559|5378843.89510902|5979962.66194284|0.03987907|0.0443358|0.03322564|0.03693881|2021|2022|2023|2024|7.13910645|8.35463288|9.13167958|9.87486668|10.77898727|0.02821893|0.03302357|0.03609502|0.03903264|0.04260638|0.1702631|0.09300788|0.08138559|0.09155775|7.44298806|8.54889456|0.03379143|0.14858367|29.59329986|5892534.13191812|6370096.17323435|6624677.35472137|6947599.89681771|0.02768441|0.02560892|0.02462479|0.02348024|7.87085767|9.72877011|10.47589806|11.02178367|11.69765786|0.03111134|0.03845516|0.04140835|0.04356608|0.04623763|0.23604955|0.07679572|0.05210872|0.06132167|8.33533578|9.9155521|0.1895804|25.5144643|0.048|0.038|0.022|0.041|0.052|0.054|0.034|0|30|1|3|0|4|15|5|54|DE|0|2|0|0|7|0|8|5|0|5|20|3|2|5|79
235|11|11|31/12/2020|21/04/2021|26/04/2021|21/04/2021|RPAI|Retail Properties of America|RPAI US EQUITY|USD|Strip Center|Strip Center|Strip Center - Low Quality|VT|EA||184750|103683|0.24|250477.83754104|38681|-0.015|0|1|11.63|11.63|4.20 - 12.00|0.03|SELL|213331|1665|12.75|0.1|0.00258622|1.074001|0.01386265|-0.03347064|0.01084431||||||204.31940372|SF|SELL|0.00258621|2481.03953|0.02063629|0.09630267|0.14478111|41785|37965|0|138635.07128398|0|34255|78692|1762156|86637.31266443|0|0|84982|4135801.32610985|4388441.39739383|4346656.39739383|2012467.31266443|1970682.31266443|2375974.0847294|11.13750034|11.25|11.13750034|0.04421995|0.0239414|0.02417156|6.86835617|0.00881429|4451721.84266443|0.008689|209.21109696|289158.83754104|231327.07003283|0.2|0.06991604|0.05593283|0.06828129|0.05462503||0.06826594|0.05461275||0.45858361|0.4533789|0.4533789|0.35620017|0.03353319|0.022|0.002|0|0.06326851|0.05314661|10.48514519|0.05804722|0.00471521|10.99920001|0.05734962|-0.01241754|0.00954757|-0.00678769|-0.07350064|0.07038927|0.42426319|0.00591704|0.00525816|0.00600904|0.00611134|0.0064106|0.00582389|0.06769458|11.81255579|-0.01545439|2021|2.12012246|2023|0.04988061|331829.31890829|301876.72067229|0.08023338|0.07299111|0.07833979|0.07126844|2021|2022|2023|2024|0.55278886|0.50882939|0.57043145|0.60263863|0.62507793|0.04753129|0.04375145|0.04904828|0.0518176|0.05374703|-0.07952308|0.12106624|0.05646109|0.03723508|0.54179899|0.52422991|0.04507566|-0.03242732|22.18492285|||||||||0.84384829|0.79877148|0.90200519|0.94775713|0.97800186|0.07255789|0.06868198|0.07755849|0.08149244|0.08409302|-0.05341814|0.12924061|0.05072248|0.0319119|0.83257909|0.82457991|-0.00960771|14.10415157|-0.112|-0.0186843|0.04398234|0.03404517|0.031306|0.02489059|-0.00301764|1|5|1|3|0|4|10|0|20|MD|2|2|3|0|7|0|8|5|0|5|20|3|2|5|45
236|4|23|31/12/2020|04/06/2020|26/04/2021|16/04/2021|HTA|Healthcare Trust of America|HTA US EQUITY|USD|Health Care|Health Care - Medical Office|Health Care - Medical Office|LH|JM||130032|73300|1.28|471288|44500|-0.003|0|1|29.04|29.04|23.10 - 29.33|0.19|HOLD|231497.557|1905.827|34.6|0|0.00658582|0.2081581|0.06674584|0.03154354|0.07431541||||||360.99290322|SF|HOLD|0.00658579|6722.68905528|0.04407713|0.19146006|0.22239233|392907|3358|31816|83418.38181818|133698|134434|128935|3050000|153400.5|0|0|74772|9180049.52878788|9959680.91060606|9566773.91060606|3407107.5|3014200.5|6552573.41060606|28.30515145|28.25|28.30515145|0.02596165|0.01708043|0.01778192|5.63793901|0.00446801|9736889.55528|0.00457025|367.15881767|515788|426862.28039|0.1724075|0.05618575|0.04649891|0.05524219|0.04571802||0.05520412|0.04568651||0.34209003|0.31506969|0.31506969|0.26537618|0.0225|0.022|0.019|0.001|0.06693853|0.06154887|27.69667581|0.03299163|-0.00087688|29.64443217|-0.0203894|0.04731579|0|0.03240802|-0.01593268|0.05448952|0|0.00104451|0.00086729|0.00120233|0.00135219|0.00133955|0.00111658|0.05501922|29.21733183|-0.00606941|2021|1.00934232|2023|0.04393469|497771.575|535297.07405794|0.05422319|0.05831091|0.05327584|0.05729215|2021|2022|2023|2024|1.26854472|1.29195817|1.33525892|1.38948372|1.44587946|0.04368267|0.04448892|0.04597999|0.04784724|0.04978924|0.01845694|0.0335156|0.04060995|0.04058755|1.27439808|1.30278336|0.04486169|0.02227348|22.29073609|||||||||1.71038131|1.75544933|1.80647709|1.87315201|1.94240556|0.05889743|0.06044936|0.06220651|0.06450248|0.06688724|0.02634969|0.0290682|0.03690881|0.03697167|1.72164832|1.76820627|0.02704266|16.42342327|0.025|0.02607143|0.0225|0.0225|0.0225|0.0225|0.02517857|1|30|1|2|0|3|5|5|44|MD|2|2|0|0|4|0|8|5|0|5|17|3|2|5|66
239|19|19|31/12/2020|30/11/2020|26/04/2021|08/03/2021|CONE|CyrusOne|CONE US EQUITY|USD|Data Center|Data Center|Data Center|DG|MS||485500|127000|2.04|535826.7748|88000|-0.0065|0|1|74.64|74.64|62.12 - 86.50|0.35|HOLD|127776.610633773|628.137|85|0.1|0.00471126|0.1159615|0.1303061|0.13829426|0.20609581||||||1125.10274857|SF|HOLD|0.00471127|9537.2462177|0.02733119|0.13879957|0.54771808|822600|161600|268300|734428.13470249|0|527400|214600|3808980.78523204|56313.186|0|0|466200|9049201.4067684|11563529.5414709|10740929.5414709|4546093.97123204|3723493.97123204|7017435.57023885|54.91956263|55|54.91956263|0.35907856|0.21791017|0.23459894|5.57340716|0.00761013|13260740.1889369|0.00663613|1370.27407582|587826.7748|474337.75345322|0.19306542|0.06495897|0.05241764|0.05333642|0.043039||0.05261544|0.04245722||0.39314069|0.34666403|0.34666403|0.29352946|0.01849939|0.022|0.0155|-0.004|0.06441402|0.04772998|57.76249126|0.19421056|0.00314468|77.68595658|-0.03920859|0.4145407|0.00966773|0.27083435|0.042349|0.05190207|0|0.00392534|0.00412902|0.00398419|0.00351061|0.00326308|0.00388729|0.05396063|73.36500209|0.01737883|2021|1.3888948|2023|0.03863218|575042|579473.3599083|0.06354616|0.06403586|0.0514711|0.05186774|2021|2022|2023|2024|2.72656184|2.8333454|3.06306803|3.38058747|3.70565835|0.0365295|0.03796015|0.04103789|0.0452919|0.04964708|0.03916418|0.08107823|0.10366059|0.0961581|2.75325773|2.89077606|0.03872958|0.0499475|25.82005611|||||||||4.18699533|3.96043543|4.27306153|4.72818827|5.19657776|0.05609586|0.0530605|0.05724895|0.06334657|0.06962189|-0.05411038|0.07893731|0.10651069|0.09906321|4.13035536|4.03859196|-0.02221683|18.48168887|0|0.02|0.02|0.019|0.018|0.017|0.02|5|5|1|3|0|4|10|0|24|MD|0|2|0|0|1|0|8|5|0|5|14|3|2|5|43
240|20|20|31/12/2020|12/03/2021|26/04/2021|06/04/2021|NNN|National Retail Properties, Inc.|NNN US EQUITY|USD|Net Lease|Net Lease|Net Lease|SA|HH||42443|35094|2.06|610563.29745701|42740.32|-0.0197|0|0.9|47.09|47.09|27.60 - 47.26|-0.1|HOLD|175272.901|1131|0|0|-0.00211909|0.452308|0.08883117|0.03617753|0.08370099|0.10413088|0.10116148|0.13390733|0.12123783|0.13644341|275.16272908|SF|HOLD|-0.00211909|8253.60090809|0.04374602|||267236|4338|2000|38640.97697413|66000|37145|19401|3261434|317288.75836163|345000|10350|63606|8932057.34865041|9347417.32562454|9080181.32562454|4017079.75836163|3749843.75836163|5330337.56726291|30.41164685|30.5|30.41164685|0.54841993|0.31273487|0.32193887|4.90399278|0.00457242|12003444.6664516|0.00356067|361.21570935|618991.57426147|605280.91089158|0.02215|0.0693|0.067765|0.05279055|0.05162124||0.052423|0.05126183||0.42975291|0.41297014|0.37383546|0.28335861|-0.00237|0.022|0.0033|0.002|0.06692195|0.0560547|28.32651786|0.37737666|0.00334206|44.42656625|0.05995138|0.46084053|0|0.27052715|0.02146038|0.05487835|0|-0.00265686|-0.00336518|-0.00351962|-0.00350529|-0.00337194|-0.00326174|0.05290075|46.94416296|0.00310661|2021|1.27189148|2023|0.04811368|615849.78760359|578542.65967237|0.06894826|0.06477149|0.05215692|0.04899734|2021|2022|2023|2024|2.34222462|2.62009645|2.59337136|2.59657776|2.63765353|0.04973932|0.05564019|0.05507266|0.05514075|0.05601303|0.11863586|-0.01020004|0.00123638|0.0158192|2.41169258|2.61341518|0.0554983|0.08364358|18.01856835|||||||||2.48632332|2.58513592|2.71940332|2.7216098|2.76272872|0.05279939|0.05489777|0.05774906|0.05779592|0.05866912|0.03974246|0.05193824|0.00081138|0.01510831|2.51102647|2.61870277|0.04288139|17.98218589|-0.04225443|-0.01146419|-0.00775702|-0.0047647|0.00277165|0.00030431|-0.0105374|4|5|1|3|0|4|12|0|25|MD|2|2|0|0|4|0|8|5|0|5|17|3|2|5|47
241|20|20|31/12/2020|28/05/2020|26/04/2021|06/04/2021|O|Realty Income Corp|O US EQUITY|USD|Net Lease|Net Lease|Net Lease|SA|HH||164122|64089|2.796|1653381.73775716|82959.05598643|-0.0175|0|1.05|69.32|69.32|49.99 - 69.40|-0.08|BUY|361766.564|0.685788|0|0|-0.00115274|0.3349492|0.11813846|0.04742994|0.11318464|0.11115868|0.12269623|0.14212171|0.14229424||248.00123275|SF (Retail)|BUY|-0.00115274|25077.65821648|0.04033468|||824476|285701|0|106267.06441224|297669.34736842|277996|327027|8852036|295809.36670594|0|0|241336|24031110.9289231|25823220.3407037|24998744.3407037|9716208.36670594|8891732.36670594|16107011.9739978|44.52321905|44.5|44.52321905|0.55694043|0.34738681|0.35884387|4.85523689|0.00321258|33969390.5831859|0.00244217|334.15359087|1624982.22591604|1581840.08530553|0.0265493|0.06761994|0.06582468|0.05018599|0.04885358||0.04976285|0.04844168||0.37625859|0.35568716|0.35568716|0.2613685|-0.00177027|0.022|0.0045|0.002|0.07352225|0.06950416|48.88806502|0.27811147|0.00554107|72.23234709|-0.04031915|0.62235231|0|0.40098958|0.04797852|0.04871098|0|-0.00570094|-0.00530639|-0.00566893|-0.00603394|-0.0059765|-0.00567755|0.05048494|68.7504729|0.00828397|2021|1.16082009|2023|0.04635049|1551720.88915832|1512776.47599149|0.06457133|0.06295075|0.04751932|0.0463267|2021|2022|2023|2024|3.20706959|3.24565296|3.30843131|3.38218051|3.45462387|0.04626471|0.04682131|0.04772694|0.04879083|0.04983589|0.01203072|0.01934229|0.02229129|0.02141913|3.21671543|3.26134755|0.04704771|0.01387506|21.25501775|||||||||3.30532885|3.30769397|3.42828105|3.50586626|3.58202943|0.04768218|0.0477163|0.04945587|0.0505751|0.05167382|0.00071555|0.03645654|0.02263094|0.02172449|3.30592013|3.33784074|0.00965559|20.76791717|-0.02126714|0.00020607|-0.00411887|-0.00159867|-0.00041317|-0.00094632|-0.00087517|5|5|1|3|0|4|10|5|29|MD|2|2|0|0|4|0|8|5|0|5|17|3|2|5|51
