Date|comp_id|sector_id|PMSector1_id|Beginning of Month Date|Balance Sheet Date|End of Month Date|Date Last Published|MRPO Date|Price Date|Symbol|Company|Bloomberg Ticker|Currency|Sector|Sector Abbreviation|PM Sector 1|REITrader Sector|Primary Analyst|Secondary Analyst|Market Cap Rate|Development Pipeline|Funded Development|Dividend Pace|EBITDA (1-Yr Forward)|Overhead (Annual G&A)|LT NOI Growth|Pricing Model Adjustment - Market Risk|Pricing Model Adjustment - 5 Year Cash Flow|Price|Price (Split Adjusted)|52-Week Price Range|Net Price Change|Recommendation|Shares|Insider Shares (K)|Takeout Price|Takeout Probability|Daily Total Return|1-Year Total Returns|3-Year Total Returns (Annualized)|5-Year Total Returns (Annualized)|7 Year Annualized Total Return|10 Year Annualized Total Return|15 Year Annualized Total Return|20 Year Annualized Total Return|25 Year Annualized Total Return|30 Year Annualized Total Return|Value Per SF/Unit/Bed|Unit Type|MRPO|% Price Change|Public Equity|Dividend Yield|Takeout Premium|Takeout Premium to NAV|Cash|Current Assets|Land|CIP|Other RE Assets|Other Assets|Current Liabilities|Book Value of Debt|Mark to Market Adjustment in Debt|Book Value of Preferred Stock|Mark to Market Adjustment in Preferred Stock|Other Liabilities|Operating Value of RE|Total Assets|Net Assets|Liabilities|Net Liabilities|Private Equity|NAV|NAV (rounded)|NAV (Split Adjusted)|Premium to NAV|Premium to GAV|Net GAV Premium|Debt to EBITDA|Overhead as a % of Assets|EV|G&A as % of EV|Implied Value Per Unit|Nominal NOI|Economic NOI|Cap-Ex Reserve|Nominal Cap Rate|Economic Cap Rate|Implied Nominal Cap Rate|Implied Economic Cap Rate|Implied Market Cap Rate|Implied Net Nominal Cap Rate|Implied Net Economic Cap Rate|Implied Net Market Cap Rate|Leverage|Net Leverage|Net Leverage Ex-Preferreds|Comprehensive Leverage|SS NOI Growth (4 Year)|Inflation|NOI Growth plus Inflation|Pricing Model Adjustment - Sector Risk|IRR (Unlevered Return Expectation)|Implied IRR|Intrinsic NAV|Warranted Premium to GAV Component: Leverage|Warranted Price|Premium to Warranted Price|Warranted NAV Premium|Warranted Premium to GAV Component: Takeout|Warranted Premium|Intrinsic Real Estate Value|Warranted Implied Nominal Cap Rate|Implied Takeout Odds|REITrader Implied Nominal Cap Rate vs Peers (120 Day Average)|REITrader Implied Nominal Cap Rate vs Peers (60 Day Average)|REITrader Implied Nominal Cap Rate vs Peers (20 Day Average)|REITrader Implied Nominal Cap Rate vs Peers (5 Day Average)|REITrader Implied Cap Rate vs Peers|REITrader Warranted Implied Nominal Cap Rate Spread|REITrader Implied Nominal Cap Rate|REITrader Warranted Price|REITrader Premium to Warranted Price|Dividend Coverage Year|Dividend Coverage|Debt Maturities Measured Through Year|Implied Fully-Loaded Forward 16Q Economic Cap Rate|Same Store NOI (2019)|Same Store NOI (2022)|Nominal Cap Rate (2019 NOI)|Nominal Cap Rate (2022 NOI)|Implied Net Nominal Cap Rate (2019 NOI)|Implied Net Nominal Cap Rate (2022 NOI)|Year 1 - Defined|Year 2 - Defined|Year 3 - Defined|Year 4 - Defined|AFFO (Year 0)|AFFO (Year 1)|AFFO (Year 2)|AFFO (Year 3)|AFFO (Year 4)|AFFO Yield (Year 0)|AFFO Yield (Year 1)|AFFO Yield (Year 2)|AFFO Yield (Year 3)|AFFO Yield (Year 4)|AFFO Growth (Year 1)|AFFO Growth (Year 2)|AFFO Growth (Year 3)|AFFO Growth (Year 4)|AFFO (12-Month Back)|AFFO (12-Month Forward)|1-Year Forward REIT AFFO Yield|AFFO Growth (12-Month Forward)|AFFO Multiple (12-Month Forward)|EBITDA (Year 1)|EBITDA (Year 2)|EBITDA (Year 3)|EBITDA (Year 4)|EBITDA Multiple (Year 1)|EBITDA Multiple (Year 2)|EBITDA Multiple (Year 3)|EBITDA Multiple (Year 4)|FFO (Year 0)|FFO (Year 1)|FFO (Year 2)|FFO (Year 3)|FFO (Year 4)|FFO Yield (Year 0)|FFO Yield (Year 1)|FFO Yield (Year 2)|FFO Yield (Year 3)|FFO Yield (Year 4)|FFO Growth (Year 1)|FFO Growth (Year 2)|FFO Growth (Year 3)|FFO Growth (Year 4)|FFO (12-Month Back)|FFO (12-Month Forward)|FFO Growth (12-Month Forward)|FFO Multiple (12-Month Forward)|Same Store NOI Growth (Year 0)|Same Store NOI Growth (Year 1)|Same Store NOI Growth (Year 2)|Same Store NOI Growth (Year 3)|Same Store NOI Growth (Year 4)|Same Store NOI Growth (Year 5)|Same Store NOI Growth (12 Month Forward)|Non-staggered Board|Investment by Board Members|Independent Directors that own > $200K|Insider Ownership|Board Investment|Conduct|Proxy Access|Total Board Rating|State of Incorporation|Business Combination Provision|Control Share Acquistion Provision|Board Later Vote|Shareholder Amendments|State Anti-takeover Provisions|Ownership Limits from 5/50 Rule|Insider Blocking Power|Shareholder Rights Plan|Board Authority Rights Plan|Shareholder Rights Plan Total|Total WME Rating|Other Business Dealings with Management|Divergent Tax Basis of Insiders|Total Other Issues Rating|Total Corporate Governance Score
29/04/2016|71|10|10||31/12/2015|||18/03/2015|29/04/2016|PSA|Public Storage|PSA US EQUITY|USD|Self-Storage||Self Storage||DBr|RB||486000|219190|6.8|1935000|85500||||244.81|244.81||-4.2|BUY|174871.72808466|26368.732|200|0|-0.01686679||||||||||228.53747085|SF|BUY|-0.01686679|42810.34775241|0.02777664|-0.18303991||104285|0|0|374215.64102564|1939329.3107931|2386953.02135579|261578|748898.34064381|733.33740002|4448757.38121619|143695|109019.30069307|34143328.5256824|38948111.4988569|38843826.4312694|5712681.35995309|5608396.35995309|33235430.1389038|190.056051|190|190.056051|0.28809369|0.245837|0.246497|0.33313351|0.00219522|43718246.2067717|||1860848.53843805|1774375.08118115|0.04646991|0.05450109|0.05196843|0.043746|0.041713||0.04372337|0.04372337||0.14667415|0.1443832|0.026154|0.070852|||||||||257.619647|-0.0497231|0.355493||||0.041816|0.22231387||||||||||2016|1.34650158|2018|0.048087|||||||2016|2017|2018|2019|8.39141607|9.15621073|10.12902927|11.00804025|11.98241314|0.03427726|0.03740129|0.04137506|0.04496565|0.04894577|0.09114012|0.10624685|0.08678136|0.08851466|8.58261474|9.39941537||0.095169|26.04523691|||||||||8.78797074|9.70691999|10.72988763|11.65830866|12.68095601|0.03589711|0.03965083|0.04382945|0.04762186|0.05179917|||||9.01770805|9.9626619|0.104788|24.57274998|0.085|0.08315507|0.07077966|0.06348501|0.05698123||0.08006122|5|1|3|1||15||26|MD|1.5|1.5|0||3|0|4|3.75|0||10.75|2|1|3|40
29/04/2016|76|11|11||31/12/2015|||01/04/2015|29/04/2016|REG|Regency Centers|REG US EQUITY|USD|Strip Center||Strip Center||JW|JC||163851|143717.38|2|444477.53482971|48000||||73.7|73.7||-0.62|HOLD|97367|1.936778|0|0|-0.0083423||||||||||315.36817675|SF|HOLD|-0.0083423|7175.9479|0.02713704|||47791|49504|72940.55|195934.82213205|0|576997.56446616|217845|2322867.823|131564.53218703|325000|9200|0|8749687.524392|9692855.46099021|9645064.41089103|3006477.35518703|2958686.35518703|6686378.10580318|68.671912|68.75|68.671912|0.07321899|0.050508|0.050758|5.11854176|0.0049521|9239257.368688|||464608.40754521|394917.14641343|0.15|0.0531|0.045135|0.050546|0.042964||0.05053492|0.05053492||0.31017457|0.3067565|0.272106|0.290719|||||||||73.31173|0.00529615|0.067565||||0.050735|0||||||||||2016|1.20391224|2018|0.041995|||||||2016|2017|2018|2019|2.26653271|2.40782448|2.58117497|2.82811903|2.99613531|0.0307535|0.03267062|0.03502273|0.03837339|0.04065312|0.06233829|0.07199465|0.09567118|0.0594092|2.30185565|2.4511621||0.064863|30.06737087|||||||||3.04040585|3.23536745|3.44299127|3.73524749|3.93906923|0.04125381|0.04389915|0.0467163|0.05068178|0.05344734|||||3.08914625|3.28727341|0.064136|22.41979626|0.044|0.0353005|0.03265833|0.03210767|0.0301||0.03463996|30|1|3|0||15||52|FL|0|0|0||4|0|8|5|0||17|3|0|3|72
29/04/2016|83|7|7||31/12/2015|||20/10/2015|29/04/2016|SKT|Tanger Factory|SKT US EQUITY|USD|Mall||Mall||DB|SA||357550|55082|1.14|289460.45871767|36325.48||||35.08|35.08||-0.67|HOLD|99905|7400|39|0.3|-0.01874126||||||||||444.4347306|SF|HOLD|-0.01874126|3504.6674|0.03249715|0.11174458||5862|0|0|234224.91772898|66789.47862926|0|141896.925|1624265|37564.858621|0|0|25689.6|5466547.1864242|5773423.58278244|5767561.513996|1829416.383621|1823554.383621|3944007.19916144|39.477575|39.5|39.477575|-0.11139425|-0.076096|-0.076174|5.59110217|0.00629184|5027207.4560492|||323072.93871767|282688.82137796|0.125|0.0591|0.0517125|0.063967|0.055971||0.0639731|0.0639731||0.31686855|0.3161742|0.316174|0.292718|||||||||36.601906|-0.04157997|-0.072844||||0.062194|0||||||||||2016|1.64552998|2018|0.053571|||||||2016|2017|2018|2019|1.66210799|1.87590418|1.96764988|2.07127693|2.14537939|0.0473805|0.05347503|0.05609036|0.05904438|0.06115677|0.12862954|0.04890746|0.05266539|0.03577622|1.71555704|1.89884061||0.106836|18.47443114|||||||||2.22511694|2.33967607|2.46787974|2.60361047|2.69943203|0.06342979|0.06669544|0.07035005|0.07421923|0.07695074|||||2.25375672|2.37172699|0.052343|14.79090982|0.035|0.03458499|0.03399012|0.02917004|0.02401825||0.03443627|30|1|3|1||15||55|NC|2|0|0||4|0|8|5|0||17|3|1|4|76
29/04/2016|85|7|7||31/12/2015|||30/11/2015|29/04/2016|SPG|Simon Property Group|SPG US EQUITY|USD|Mall||Mall||DB|SA||2120000|1318000|6.4|4963008.3091866|163083.24343136||||201.17|201.17||-2.49|HOLD|361234.804|36892||0|-0.01222626||||||||||1086.29482049|SF|HOLD|-0.01222626|72669.60552068|0.03181389|||1083296|556031|40000|2590130.3520083|6138155.9229219|669739.57424617|1604587|31400470.2165732|1122336.3032529|69270|15241.152|1383559.32443564|106334975.244081|117412328.093258|116329032.025851|35595463.9962617|34512167.9962617|81816864.0969958|226.492196|226.5|226.492196|-0.11180163|-0.077907|-0.078632|6.10862854|0.00138897|97187716.7351716|||4825628.4271271|4356324.67446929|0.09725236|0.04538138|0.04096794|0.049215|0.044429||0.04925438|0.04925438||0.30316632|0.2966771|0.29595|0.291762|||||||||209.410381|-0.03935039|-0.07542||||0.047898|0.03935039||||||||||2016|1.48048404|2018|0.047827|||||||2016|2017|2018|2019|8.66752946|9.47509784|10.18648843|10.72578614|11.31422867|0.0430856|0.04709995|0.05063622|0.05331703|0.05624213|0.09317169|0.07508003|0.05294246|0.05486241|8.86942156|9.65294549||0.088339|20.84027101|||||||||9.85865052|11.01052623|11.84835071|12.45310162|13.10710586|0.04900656|0.05473245|0.0588972|0.06190337|0.06515438|||||10.14661945|11.21998235|0.105785|17.92961822|0.037|0.04014319|0.0415982|0.03482771|0.03374681||0.04050694|23|0|3|1||20||50|DE|0|2|0||7|0|8|5|0||20|2|0|2|72
29/04/2016|88|10|10||31/12/2015|||01/02/2016|29/04/2016|SSS|Sovran|SSS US EQUITY|USD|Self-Storage||Self Storage||DBr|RB||34800|7000|3.4|255000|17400||||106.22|70.81333369||-2.66|SELL|40036.591143277|919.939|111.75|0|-0.02443057||||||||||133.80084211|SF|SELL|-0.02443057|4252.68671124|0.03200904|0.05206176||7032|13849|0|20200|0|382638.01161591|56034|945979.90625|17889.21199025|0|0|15343|4269858.10166456|4693577.11328047|4686545.10250416|1035246.11824025|1028214.11824025|3658330.99504022|91.374687|91.25|60.9164583|0.16246636|0.126631|0.126821|3.68214865|0.00370719|4864213.82863953|||255428.40170489|238008.60361977|0.06819836|0.05982129|0.05574157|0.053097|0.049476||0.05308851|0.05308851||0.22056655|0.219397|0.219397|0.202454|||||||||99.166024|0.07113299|0.085268||||0.056093|0.56055225||||||||||2016|1.46639322|2018|0.055335|||||||2016|2017|2018|2019|4.44935436|4.98573696|5.56294739|5.99548579|6.39063157|0.0418881|0.04693784|0.05237194|0.05644404|0.06016411|0.12055291|0.11577234|0.07775346|0.06590722|4.58345001|5.13003957||0.119252|20.70549332|||||||||4.93557394|5.50595322|6.1287823|6.59265896|7.01236789|0.04646558|0.05183537|0.05769895|0.06206608|0.0660174|||||5.07816876|5.66166049|0.114901|18.7612804|0.079|0.08132602|0.06636901|0.06411632|0.05585961||0.07758677|5|0|2|0||10||19|MD|0|2|0||2|0|8|5|0||15|1|1|2|36
29/04/2016|91|7|7||31/12/2015|||01/02/2016|29/04/2016|TCO|Taubman Centers|TCO US EQUITY|USD|Mall||Mall||DB|SA||2270000|1185544|2.26|458321.73150685|50064||||69.45|69.45||-0.43|HOLD|86018.014310256|26894.1||0|-0.00615341||||||||||1120.18076165|SF|HOLD|-0.00615341|5973.95109385|0.0325414|||213082|30325|21075|759832.30429423|0|136905.26040695|263379.5|3936500|-37162.95661786|350600|7358.24|5000|12725253.452343|13886473.0170442|13673390.9371871|4525674.78338214|4312592.78338214|9360798.23366204|108.823695|108.75|108.823695|-0.36181178|-0.243895|-0.247696|8.12402674|0.00360523|9338406.39238534|||485070.21352055|418373.05916147|0.1375|0.03811871|0.03287739|0.050414|0.043482||0.0506693|0.0506693||0.32590527|0.3154003|0.289221|0.33159|||||||||69.387185|0.00090528|-0.362389||||0.05044|0||||||||||2016|1.22488596|2018|0.042766|||||||2016|2017|2018|2019|2.66714057|2.76824228|2.90144341|3.04421849|3.09672198|0.03840375|0.0398595|0.04177744|0.04383324|0.04458923|0.0379064|0.04811758|0.04920829|0.01724695|2.692416|2.80154256||0.040531|24.78991429|||||||||3.42352405|3.62959068|3.84859006|4.0127997|4.08181972|0.0492948|0.05226192|0.05541526|0.05777969|0.0587735|||||3.47504071|3.68434053|0.060229|18.85004915|0.031|0.04826212|0.03899619|0.03335351|0.02889124||0.04594564|0|1|3|1||0||7|MI|1|1|0||2|0|0|2.5|0||4.5|2|0|2|14
29/04/2016|94|1|1||31/12/2015|||03/03/2014|29/04/2016|UDR|UDR, Inc.|UDR US EQUITY|USD|Apartment||Apartment||DBr|JP||669527|369618.64|1.18|689479.80795495|55509.58||||34.92|34.92||-0.3|SELL|290444.684|7798.66|38.5|0|-0.00851789||||||||||332.96591102|Unit|SELL|-0.00851789|10142.32836528|0.03379152|0.10252005||6742|37492|169963.92|481744.8003694|2044143.60929167|221293|243890|4408815.74834884|121287.64956038|0|0|2112|13561035.62384|16522414.9535011|16515672.8210239|4776105.39790922|4769363.39790922|11746309.5555918|40.442501|40.5|40.442501|-0.13655192|-0.097079|-0.097118|6.38463041|0.00335965|11957054.5660053|||637368.67432047|572203.87432047|0.10224036|0.047|0.0421947|0.052053|0.046731||0.05205557|0.05205557||0.28906824|0.288778|0.288778|0.276401|||||||||33.034244|0.05708488|-0.18318||||0.054037|0.34501284||||||||||2016|1.3622452|2018|0.047458|||||||2016|2017|2018|2019|1.40963837|1.60744934|1.76059719|1.80727827|1.87026251|0.04036765|0.04603234|0.05041802|0.05175482|0.05355849|0.14032746|0.09527383|0.02651434|0.03485033|1.45909111|1.6457363||0.127918|21.21846613|||||||||1.6698186|1.82200868|1.97565668|2.02657887|2.09287184|0.0478184|0.05217665|0.05657665|0.0580349|0.05993333|||||1.70786612|1.86042068|0.089324|18.76994831|0.067|0.07304868|0.05103904|0.02587712|0.02334955||0.06754627|5|1|3|0||12||26|MD|0|2|0||2|0|8|5|0||15|2|1|3|44
29/04/2016|100|9|9||31/12/2015|||01/02/2016|29/04/2016|WRE|Washington REIT|WRE US EQUITY|USD|Office||Office||JR|TG||0|0|1.2|170000|20000||||28.67|28.67||-0.7|HOLD|68324|0|33.75|0.1|-0.02383384||||||||||371.83370935|SF|HOLD|-0.02383384|1958.84908|0.0418556|0.1771887||23825|128117.01|25117.18|0|0|0|34867|1269546|41558.38169173|0|0|23485|3478473.50961624|3655532.69961624|3631707.66947173|1369456.38169173|1345631.38169173|2286076.31792451|33.459345|33.5|33.459345|-0.14313923|-0.089515|-0.090102|7.32777059|0.00547115|3151246.30183624|||207200.05838021|163560.30588021|0.21061651|0.05956638|0.04702071|0.065422|0.051643||0.06546496|0.06546496||0.37462567|0.370523|0.370523|0.403506|||||||||28.388373|0.00992051|-0.151557||||0.065803|0.14727372||||||||||2016|0.99166667|2018|0.049624|||||||2016|2017|2018|2019|1.14|1.19|1.25|1.31|1.37|0.03976282|0.0415068|0.04359958|0.04569236|0.04778514|0.04385965|0.05042017|0.048|0.04580153|1.1525|1.205||0.045553|23.79253112|||||||||1.71|1.75|1.81|1.89|1.97|0.05964423|0.06103941|0.06313219|0.06592257|0.06871294|||||1.72|1.765|0.026162|16.24362606|0.025|0.006|0.029|0.028|0.028||0.01175|0|0|3|0||10||18|MD|0|2|0||2|0|8|5|0||15|3|1|4|37
29/04/2016|101|11|11||31/12/2015|||09/03/2016|29/04/2016|WRI|Weingarten Realty|WRI US EQUITY|USD|Strip Center||Strip Center||JW|JC||80528|48770|1.46|382067.70193435|31000||||36.92|34.17124361||-0.86|HOLD|126671|11048.626|0|0|-0.02276337||||||||||214.0940867|SF|HOLD|-0.02276337|4676.69332|0.03954496|||41894|38600.5|69026.4|80685.22101408|0|578928.99706006|112205|2139845|53106.60486271|0|0|95149|6154619.8916047|6963755.00967884|6921860.92419171|2400305.60486271|2358411.60486271|4563449.40481613|36.025999|36|33.34380249|0.02481544|0.016261|0.01636|5.49104515|0.00445162|6267863.8922757|||371123.57946376|313599.42464688|0.155|0.0603|0.0509535|0.059335|0.050138||0.05932935|0.05932935||0.34468553|0.3407192|0.340719|0.338925|||||||||37.237337|-0.00852201|0.033623||||0.058999|0.00852201||||||||||2016|1.22640869|2018|0.049823|||||||2016|2017|2018|2019|1.69382747|1.79055669|1.90305236|2.00763153|2.1055647|0.04587832|0.04849829|0.0515453|0.05437789|0.05703046|0.05710689|0.0628272|0.05495339|0.04878045|1.71800978|1.81868061||0.058597|20.3004309|||||||||2.18408704|2.30192288|2.42738487|2.54713497|2.66072868|0.05915729|0.06234894|0.06574715|0.06899065|0.07206741|||||2.213546|2.33328838|0.054095|15.823162|0.033|0.03194611|0.02997975|0.02925925|0.0271||0.03145452|30|1|3|1||12||50|TX|0|2|0||7|0|8|5|0||20|3|0|3|73
29/04/2016|103|4|4||31/12/2015|||02/11/2015|29/04/2016|HCN|Welltower|HCN US EQUITY|USD|Health Care||Health Care||KTy|AS||644481|244748|3.44|2120820.7463524|163000||||69.42|69.42||-0.24|BUY|366939.25|990.013|75|0|-0.00344531||||||||||||BUY|-0.00344531|25472.922735|0.04955344|0.08038029||484708|729682|58205|447442.38781335|177783|849194|0|12948097|482219.66893306|287520.125|15755|490388|34781747.2646167|37528761.65243|37044053.6106123|14223979.7939331|13739271.7939331|23304781.858497|63.511281|63.5|63.511281|0.09303417|0.057772|0.058528|5.87668195|0.00434333|36949888.1829374|||2158520.74635243|2049680.28627405|0.05042363|0.06205901|0.05892977|0.058669|0.055711||0.05862761|0.05862761||0.37901543|0.37089|0.362703|0.374511|||||||||71.904297|-0.03455005|0.13215||||0.057352|0||||||||||2016|1.2247691|2018||||||||2016|2017|2018|2019|3.74963584|4.2132057|4.26608729|4.36483455|4.44531755|0.05401377|0.06069153|0.06145329|0.06287575|0.06403511|0.12363064|0.01255139|0.02314703|0.01843896|3.86552831|4.2264261||0.093363|16.4252251|||||||||4.38430153|4.60264757|4.77083042|4.88387665|4.97655991|0.06315617|0.06630146|0.06872415|0.07035259|0.0716877|||||4.43888804|4.64469328|0.046364|14.94608918|0.031|0.02577975|0.02385178|0.02269746|0.02275025||0.02529776|30|1|2|0||25||62|DE|0|2|0||7|0|8|5|0||20|2|1|3|85
29/04/2016|105|8|8||31/12/2015|||13/11/2015|29/04/2016|SUI|Sun Communities|SUI US EQUITY|USD|Manufactured Home Park||Manufactured Home Park||DBr|RB||0|0|2.6|356877.06223967|46978.72156442||||67.87|67.87||-0.45|BUY|63928.018004115|8243.245|35|0|-0.00658665||||||||||62.4|Site|BUY|-0.00658665|4338.79458194|0.03830853|-0.48430824||45086|47972|35905|0|363305.4875|224432.68|226124|2158706|32558.55581246|130903|0|672|5529653.84861708|6246355.01611708|6201268.9721607|2548963.55581246|2503877.55581246|3697391.46030462|57.836791|57.75|57.836791|0.17347451|0.102684|0.10343|5.92254371|0.00752098|6171057.01420813|||344882.67156442|319653.74156442|0.07315221|0.06236967|0.05780719|0.056561|0.052424||0.0565234|0.0565234||0.40807215|0.4037685|0.382659|0.309261|||||||||70.535957|-0.03779572|0.219568||||0.055195|0.07502139||||||||||2016|1.31545992|2018|0.053455|||||||2016|2017|2018|2019|2.9703625|3.4201958|3.63399409|3.85874765|4.04652428|0.04376547|0.05039334|0.05354345|0.05685498|0.05962169|0.15144054|0.06251054|0.06184753|0.04866258|3.08282083|3.47364537||0.126774|19.53855179|||||||||3.62105816|3.82495652|4.1336597|4.37493427|4.56740858|0.05335285|0.0563571|0.06090555|0.0644605|0.06729643|||||3.67203275|3.90213232|0.062662|17.39305449|0.091|0.08261129|0.06570282|0.05433767|0.04323414||0.07838417|5|0|3|1||20||31|MD|2|2|0||4|0|8|0|0||12|1|0|1|44
29/04/2016|106|6|6||31/12/2015|||01/10/2015|29/04/2016|PLD|Prologis|PLD US EQUITY|USD|Industrial||Industrial||EF|VT||3017416|1958342|1.6|1777971.6212126|237500||||45.41|45.41||-0.24|HOLD|542339|6817.175|||-0.00525739||||||||||84.15228715|SF|HOLD|-0.00525739|24627.61399|0.03523453|||461580|1323793.1|1527714.4239485|2321711.66278635|1681782.04746422|139564.59328306|1076438.9|12824135.9325687|431375.93483225|78235|18776.4|38930.5|31780367.317432|39236513.1449141|38774932.6280449|14467892.6674009|14006312.6674009|24768620.4775132|45.669996|45.75|45.669996|-0.00569293|-0.003593|-0.003636|6.95317956|0.00605303|31639361.346788|||1715066.943232|1471347.7966258|0.14210474|0.05396624|0.04629738|0.05416|0.046464||0.05416321|0.05416321||0.36873543|0.3612208|0.358718|0.348389|||||||||44.424438|0.02218513|-0.027274||||0.054911|0||||||||||2016|1.14477524|2018|0.04495|||||||2016|2017|2018|2019|1.54379851|1.83164039|1.8391509|1.97875218|2.10806808|0.03399688|0.04033562|0.04050101|0.04357525|0.04642299|0.18645042|0.00410043|0.07590529|0.06535225|1.61575898|1.83351802||0.134771|24.766596|||||||||2.22415272|2.56941372|2.61282067|2.79584612|2.9683174|0.04897936|0.05658255|0.05753844|0.06156895|0.06536704|||||2.31046797|2.58026546|0.116771|17.59896443|0.046|0.04227528|0.04132805|0.03827871|0.02934378||0.04203847|30|1|3|0||20||59|MD|2|2|3||7|5|8|5|5||30|3|1|4|93
29/04/2016|111|1|1||31/12/2015|||28/04/2016|29/04/2016|AIV|AIMCO|AIV US EQUITY|USD|Apartment||Apartment||DBr|CW||283800|250100|1.32|572738.6641557|43224.99541985||||40.06|39.92855152||0|BUY|164164|5684.33|48.75|0.1|0||||||||||254.50227264|Unit|BUY|0|6576.40984|0.03295057|0.21692461||49045|85807|0|316336.35478532|0|585094.81611669|0|3668363|193417.0107529|247717|-6080|193281|11666893.182218|12703176.35312|12654131.2749369|4296698.0107529|4247653.0107529|8406478.34236711|51.207806|51.25|51.03977834|-0.2176974|-0.144063|-0.144622|6.31931844|0.00340269|9836824.758034|||595011.5522931|507911.7522931|0.14638338|0.051|0.04353445|0.059583|0.050861||0.05962278|0.05962278||0.33823808|0.3356732|0.316577|0.268061|||||||||40.911413|-0.02081114|-0.201071||||0.058827|0.00224363||||||||||2016|1.20480847|2018|0.051873|||||||2016|2017|2018|2019|1.43757472|1.59034718|1.82052931|1.9560597|2.07625733|0.03588554|0.03969913|0.04544507|0.04882825|0.05182869|0.10627097|0.14473703|0.0744456|0.06144886|1.47576784|1.64789271||0.116634|24.30983504|||||||||2.22496116|2.27356233|2.45338099|2.55119276|2.65293651|0.05554072|0.05675393|0.06124266|0.06368429|0.06622408|||||2.23711145|2.318517|0.036388|17.27828611|0.056|0.05598188|0.04600913|0.03191268|0.025||0.05348869|5|1|3|0||5||19|MD|0|0|0||0|0|8|5|0||13|3|0|3|35
29/04/2016|112|5|5||31/12/2015|||31/12/2011|29/04/2016|FCH|Felcor Lodging Trust|FCH US EQUITY|USD|Lodging||Lodging||LH|DGu|0.07528994|0|0|0.24|247806.23685892|31000||||7.16|7.16||-0.16|SELL|141920.406|3919.346|9|0.2|-0.02185792||||||||||260.30341963|Room|SELL|-0.02185792|1016.15010696|0.03351955|0.25698324||45148|45838|6462|0|0|14792|125274|1435137|45981.40971687|363743.175|3348.6635|28140|3178434.9054054|3290674.9054054|3245526.80691914|2001624.24821687|1956476.24821687|1289050.65718853|9.082912|9|9.082912|-0.21170655|-0.082931|-0.084085|5.60917682|0.00942056|2905534.45366313|||275192.7|198929.58942615|0.27712621|0.0865812|0.06258728|0.09441|0.068247|0.082098|0.09452974|0.09452974|0.09452974|0.60827166|0.6028223|0.489715|0.522466|||||||||6.304442|0.13570717|-0.305901||||0.098368|0.45391649||||||||||2016|1.2430065|2018|0.062002|||||||2016|2017|2018|2019|-0.16006173|0.29832156|0.32629568|0.35450856|0.36893707|0|0.04166502|0.04557202|0.04951237|0.05152752||0.0937717|0.08646415|0.04070003|-0.04546591|0.30531509||-7.715253|23.45118284|247.80623686|246.76444099|252.87132084|255.98019994|11.72502553|11.77452652|11.49016996|11.35062186|0.50354743|0.96818988|0.99357798|1.03694978|1.05909536|0.07032785|0.13522205|0.13876787|0.14482539|0.14791835|||||0.61970804|0.97453691|0.572574|7.34707938|0.15816787|0.06227358|0.03211911|0.02290867|0.01297069||0.05473496|30|0|2|0||15||49|MD|0|2|0||2|0|8|5|5||20|3|2|5|74
29/04/2016|116|1|1||31/12/2015|||28/08/2015|29/04/2016|AVB|AvalonBay|AVB US EQUITY|USD|Apartment||Apartment||DBr|CW||3423600|2192900|5.4|1267391.5971913|47644.16||||176.79|176.79||-2.77|HOLD|137377.485|940.898|185.5|0|-0.0154266||||||||||427.13807002|Unit|HOLD|-0.0154266|24286.96557315|0.03054471|0.04926749||400507|134898|494429.4|3306219.4177052|717660.96643448|256677|363276|6518787.88093172|220007.36477921|0|0|260558|28888201.95182|34198593.7359597|33798086.6640553|7362629.24571093|6962122.24571093|26835964.4902488|195.344706|195.25|195.344706|-0.09498443|-0.074535|-0.075418|4.82745893|0.00139316|26339203.1066256|||1285524.986856|1204366.586856|0.0631325|0.0445|0.0416906|0.048083|0.045048||0.04812988|0.04812988||0.2152904|0.2059916|0.205991|0.214473|||||||||180.124814|-0.01851391|-0.077913||||0.047397|0||||||||||2016|1.41860631|2018|0.047783|||||||2016|2017|2018|2019|6.99776109|7.66047405|8.35641478|9.04800504|9.62987553|0.03958234|0.04333092|0.04726746|0.05117939|0.0544707|0.09470357|0.09084826|0.0827616|0.06430926|7.16343933|7.83445923||0.093672|22.56569276|||||||||7.5495279|8.19444081|8.89274612|9.59205044|10.18364329|0.04270337|0.04635127|0.05030118|0.05425675|0.05760305|||||7.71075613|8.36901714|0.085369|21.12434436|0.058|0.0594528|0.04495147|0.0281462|0.02142525||0.05582747|5|1|3|0||25||39|MD|0|2|0||2|0|8|5|0||15|3|0|3|57
