Date|comp_id|sector_id|PMSector1_id|Beginning of Month Date|Balance Sheet Date|End of Month Date|Date Last Published|MRPO Date|Price Date|Symbol|Company|Bloomberg Ticker|Currency|Sector|Sector Abbreviation|PM Sector 1|REITrader Sector|Primary Analyst|Secondary Analyst|Market Cap Rate|Development Pipeline|Funded Development|Dividend Pace|EBITDA (1-Yr Forward)|Overhead (Annual G&A)|LT NOI Growth|Pricing Model Adjustment - Market Risk|Pricing Model Adjustment - 5 Year Cash Flow|Price|Price (Split Adjusted)|52-Week Price Range|Net Price Change|Recommendation|Shares|Insider Shares (K)|Takeout Price|Takeout Probability|Daily Total Return|1-Year Total Returns|3-Year Total Returns (Annualized)|5-Year Total Returns (Annualized)|7 Year Annualized Total Return|10 Year Annualized Total Return|15 Year Annualized Total Return|20 Year Annualized Total Return|25 Year Annualized Total Return|30 Year Annualized Total Return|Value Per SF/Unit/Bed|Unit Type|MRPO|% Price Change|Public Equity|Dividend Yield|Takeout Premium|Takeout Premium to NAV|Cash|Current Assets|Land|CIP|Other RE Assets|Other Assets|Current Liabilities|Book Value of Debt|Mark to Market Adjustment in Debt|Book Value of Preferred Stock|Mark to Market Adjustment in Preferred Stock|Other Liabilities|Operating Value of RE|Total Assets|Net Assets|Liabilities|Net Liabilities|Private Equity|NAV|NAV (rounded)|NAV (Split Adjusted)|Premium to NAV|Premium to GAV|Net GAV Premium|Debt to EBITDA|Overhead as a % of Assets|EV|G&A as % of EV|Implied Value Per Unit|Nominal NOI|Economic NOI|Cap-Ex Reserve|Nominal Cap Rate|Economic Cap Rate|Implied Nominal Cap Rate|Implied Economic Cap Rate|Implied Market Cap Rate|Implied Net Nominal Cap Rate|Implied Net Economic Cap Rate|Implied Net Market Cap Rate|Leverage|Net Leverage|Net Leverage Ex-Preferreds|Comprehensive Leverage|SS NOI Growth (4 Year)|Inflation|NOI Growth plus Inflation|Pricing Model Adjustment - Sector Risk|IRR (Unlevered Return Expectation)|Implied IRR|Intrinsic NAV|Warranted Premium to GAV Component: Leverage|Warranted Price|Premium to Warranted Price|Warranted NAV Premium|Warranted Premium to GAV Component: Takeout|Warranted Premium|Intrinsic Real Estate Value|Warranted Implied Nominal Cap Rate|Implied Takeout Odds|REITrader Implied Nominal Cap Rate vs Peers (120 Day Average)|REITrader Implied Nominal Cap Rate vs Peers (60 Day Average)|REITrader Implied Nominal Cap Rate vs Peers (20 Day Average)|REITrader Implied Nominal Cap Rate vs Peers (5 Day Average)|REITrader Implied Cap Rate vs Peers|REITrader Warranted Implied Nominal Cap Rate Spread|REITrader Implied Nominal Cap Rate|REITrader Warranted Price|REITrader Premium to Warranted Price|Dividend Coverage Year|Dividend Coverage|Debt Maturities Measured Through Year|Implied Fully-Loaded Forward 16Q Economic Cap Rate|Same Store NOI (2019)|Same Store NOI (2022)|Nominal Cap Rate (2019 NOI)|Nominal Cap Rate (2022 NOI)|Implied Net Nominal Cap Rate (2019 NOI)|Implied Net Nominal Cap Rate (2022 NOI)|Year 1 - Defined|Year 2 - Defined|Year 3 - Defined|Year 4 - Defined|AFFO (Year 0)|AFFO (Year 1)|AFFO (Year 2)|AFFO (Year 3)|AFFO (Year 4)|AFFO Yield (Year 0)|AFFO Yield (Year 1)|AFFO Yield (Year 2)|AFFO Yield (Year 3)|AFFO Yield (Year 4)|AFFO Growth (Year 1)|AFFO Growth (Year 2)|AFFO Growth (Year 3)|AFFO Growth (Year 4)|AFFO (12-Month Back)|AFFO (12-Month Forward)|1-Year Forward REIT AFFO Yield|AFFO Growth (12-Month Forward)|AFFO Multiple (12-Month Forward)|EBITDA (Year 1)|EBITDA (Year 2)|EBITDA (Year 3)|EBITDA (Year 4)|EBITDA Multiple (Year 1)|EBITDA Multiple (Year 2)|EBITDA Multiple (Year 3)|EBITDA Multiple (Year 4)|FFO (Year 0)|FFO (Year 1)|FFO (Year 2)|FFO (Year 3)|FFO (Year 4)|FFO Yield (Year 0)|FFO Yield (Year 1)|FFO Yield (Year 2)|FFO Yield (Year 3)|FFO Yield (Year 4)|FFO Growth (Year 1)|FFO Growth (Year 2)|FFO Growth (Year 3)|FFO Growth (Year 4)|FFO (12-Month Back)|FFO (12-Month Forward)|FFO Growth (12-Month Forward)|FFO Multiple (12-Month Forward)|Same Store NOI Growth (Year 0)|Same Store NOI Growth (Year 1)|Same Store NOI Growth (Year 2)|Same Store NOI Growth (Year 3)|Same Store NOI Growth (Year 4)|Same Store NOI Growth (Year 5)|Same Store NOI Growth (12 Month Forward)|Non-staggered Board|Investment by Board Members|Independent Directors that own > $200K|Insider Ownership|Board Investment|Conduct|Proxy Access|Total Board Rating|State of Incorporation|Business Combination Provision|Control Share Acquistion Provision|Board Later Vote|Shareholder Amendments|State Anti-takeover Provisions|Ownership Limits from 5/50 Rule|Insider Blocking Power|Shareholder Rights Plan|Board Authority Rights Plan|Shareholder Rights Plan Total|Total WME Rating|Other Business Dealings with Management|Divergent Tax Basis of Insiders|Total Other Issues Rating|Total Corporate Governance Score
28/04/2016|18|1|1||31/12/2015|||28/04/2016|28/04/2016|CPT|Camden Prop Trust|CPT US EQUITY|USD|Apartment||Apartment||DBr|JP||1059673.6|749573.6|3|557892.46273636|44780.02||||82.27|78.19912409||0.23|HOLD|91534|4355.604|92|0.1|0.00280351||||||||||202.6|Unit|HOLD|0.00280351|7530.50218|0.0364653|0.11826911||10617|25100|140599|966720.39174333|412287.97152441|215549.8896|242851|2883671.73382675|108622.96512742|0|0|96046|10413440.76355|12184315.0164177|12173697.9611582|3331191.69895417|3320574.69895417|8853123.31746357|96.719506|96.75|91.93364108|-0.14939599|-0.108551|-0.108645|5.14983608|0.00367521|9090819.681346|||546705.6400864|477304.8400864|0.12694363|0.0525|0.04583546|0.058892|0.051416||0.05889914|0.05889914||0.27339999|0.2727663|0.272766|0.236226|||||||||81.847975|0.00515621|-0.15376||||0.059103|0.13741349||||||||||2016|1.36303518|2018|0.050865|||||||2016|2017|2018|2019|3.78084743|4.08910555|4.31717957|4.54114681|4.66403517|0.04595658|0.04970348|0.05247575|0.05519809|0.05669181|0.08153149|0.05577602|0.05187814|0.02706109|3.85791196|4.14612406||0.074706|19.84262866|||||||||4.53571008|4.84796615|5.09412553|5.31923825|5.4449064|0.05513201|0.05892751|0.0619196|0.06465587|0.06618338|||||4.6137741|4.909506|0.064097|16.7572868|0.052|0.04190235|0.03596288|0.02211489|0.01572976||0.04041748|30|1|3|0||10||46|TX|2|2|3||7|0|8|5|0||20|2|0|2|68
28/04/2016|20|9|9||31/12/2015|||01/10/2014|28/04/2016|CUZ|Cousins Properties|CUZ US EQUITY|USD|Office||Office||JR|CB||306500|66122|0.32|202000|20000||||10.71|30.23779276||0.02|HOLD|211619.495|18931|12|0.1|0.00187091||||||||||261.85939741|SF|HOLD|0.00187091|2266.44479145|0.02987862|0.12044818||2003|35119.89273284|29349.25|182058.44530921|0|35359.1|102368|938249|30625.97772531|0|0|0|3451779.83671092|3735669.52475297|3733666.33758858|1071242.97772531|1069239.97772531|2664426.54702766|12.590647|12.5|35.54746729|-0.14936857|-0.106535|-0.106592|4.63488119|0.00535379|3053798.26829766|||220608.01828878|168037.62756978|0.23829773|0.06391138|0.04868144|0.071532|0.054486||0.07153667|0.07153667||0.28676065|0.286378|0.286378|0.305334|||||||||10.67267|0.00349772|-0.152334||||0.071701|0.12531165||||||||||2016|1.5|2018|0.056913|||||||2016|2017|2018|2019|0.47|0.48|0.55|0.62|0.71|0.04388422|0.04481793|0.05135387|0.05788982|0.06629318|0.0212766|0.14583333|0.12727273|0.14516129|0.4725|0.4975||0.05291|21.52763819|||||||||0.89|0.9|0.99|1.1|1.22|0.08309991|0.08403361|0.09243697|0.10270775|0.11391223|||||0.8925|0.9225|0.033613|11.6097561|0.073|0.027|0.082|0.049|0.034||0.04075|30|1|2|1||10||46|GA|2|2|0||4|0|8|5|0||17|3|1|4|67
28/04/2016|22|11|11||31/12/2015|||09/03/2016|28/04/2016|DDR|DDR Corp|DDR US EQUITY|USD|Strip Center||Strip Center||JW|JC||84000|75000|0.76|739725.17985249|49000||||17.73|29.26935739||0.02|HOLD|366100|57602|0|0|0.00112931||||||||||211.72956248|SF|HOLD|0.00112931|6490.953|0.0428652|||22416|155027|116000|92242.10144927|40000|1143482.09321751|68604|5582800|150000.06281187|350000|11240|295278|11556428.016948|13125595.2116148|13103179.1938119|6457922.06281187|6435506.06281187|6667673.14880291|18.21271|18.25|30.06623339|-0.02650402|-0.013463|-0.013486|7.51682402|0.00373316|11379707.885948|||717654.17985249|625794.44483137|0.128|0.0621|0.0541512|0.062947|0.05489||0.06294898|0.06294898||0.49200984|0.4911408|0.463571|0.479317|||||||||17.654764|0.00426151|-0.030635||||0.063081|0||||||||||2016|1.28116563|2018|0.055662|||||||2016|2017|2018|2019|0.94|0.97368588|1.02865209|1.08744379|1.14999901|0.05301748|0.05491742|0.0580176|0.06133355|0.06486176|0.03583604|0.05645169|0.05715412|0.05752501|0.94842147|0.98742743||0.041127|17.95574988|||||||||1.23|1.2469562|1.30974444|1.38152684|1.45528878|0.06937394|0.0703303|0.07387165|0.0779203|0.08208059|||||1.23423905|1.26265326|0.023021|14.04185976|0.031|0.02902683|0.02880893|0.02890449|0.02890238||0.02897236|30|1|3|1||5||42|OH|0|2|0||4|0|8|5|0||17|3|2|5|64
28/04/2016|24|6|6||31/12/2015|||01/04/2016|28/04/2016|DRE|Duke Realty Corp|DRE US EQUITY|USD|Industrial||Industrial||EF|VT||608465.90625867|303251.5|0.72|581476.79453996|50000||||22.21|20.92711531||-0.05|BUY|352588|1745.193|||-0.00224618||||||||||85.24735319|SF|BUY|-0.00224618|7830.97948|0.03241783|||54053|411796.03|383937.75|422202.76177945|157646.5|56788|321601|3340916|160059.54487662|0|0|179773.44|10399409.8632262|11885833.9050056|11831780.6965446|4002349.98487662|3948296.98487662|7883483.92012902|22.358911|22.25|21.06742497|-0.00666003|-0.004417|-0.004437|5.6526125|0.00420668|10346905.6315582|||606646.99375101|522727.19405101|0.13833383|0.05833475|0.05026508|0.058593|0.050488||0.05859477|0.05859477||0.33673279|0.3337026|0.333702|0.348478|||||||||23.30874|-0.04713854|0.042481||||0.056736|0.04713854||||||||||2016|1.25481826|2018||||||||2016|2017|2018|2019|0.88201191|0.90346915|0.96377253|1.05095391|1.14896196|0.03971238|0.04067848|0.04339363|0.04731895|0.05173174|0.02432761|0.06674647|0.09045846|0.09325628|0.88737622|0.918545||0.035124|24.17954496|||||||||1.17070621|1.18226378|1.25164091|1.35612953|1.47291938|0.05271077|0.05323115|0.05635484|0.06105941|0.06631785|||||1.1735956|1.19960806|0.022164|18.5143804|0.047|0.03179012|0.02695668|0.0252741|0.02009579||0.03058176|30|0|3|0||10||48|IN|0|0|0||4|0|8|5|5||22|3|2|5|75
28/04/2016|27|1|1||31/12/2015|||01/03/2016|28/04/2016|EQR|Equity Residential|EQR US EQUITY|USD|Apartment||Apartment||DBr|CW||2794289|2013043|2.015|1532172.02625|52026.733||||68.94|65.80683832||0.19|BUY|382728.666|14974.295|77.75|0|0.00276364||||||||||488.23916107|Unit|BUY|0.00276364|26385.31423404|0.02922831|0.12779228||233575.67948688|112839|197011.6|3005280.18087157|-163316.90467199|267917|559305|8973886.5664426|219877.6834009|37280|0|421747|37876784.495876|41530091.0515625|41296515.3357085|10212096.2498435|9978520.57035662|31317994.801719|81.828192|81.75|78.10929215|-0.15750308|-0.118773|-0.119445|5.70452321|0.00125274|32944103.9645641|||1628701.7333227|1535607.7232152|0.05715842|0.043|0.04054219|0.048795|0.046006||0.04883286|0.04883286||0.24589631|0.241631|0.240728|0.187965|||||||||78.744087|-0.12450569|-0.037691||||0.044257|1||||||||||2016|1.42102918|2018|0.048789|||||||2016|2017|2018|2019|3.15311415|2.86337379|3.03782972|3.12610027|3.2337735|0.04573708|0.04153429|0.04406483|0.04534523|0.04690707|-0.09189022|0.0609267|0.02905711|0.03444331|3.08067906|2.90698777||-0.056381|23.71527003|||||||||3.46243563|3.09998336|3.27044003|3.36216063|3.47283104|0.0502239|0.0449664|0.04743893|0.04876937|0.05037469|||||3.37182256|3.14259753|-0.067983|21.93726667|0.065|0.0569254|0.0393775|0.03004984|0.02214137||0.05253843|5|1|3|0||25||38|MD|0|2|0||2|5|8|5|0||20|2|0|2|60
28/04/2016|30|11|11||31/12/2015|||23/09/2015|28/04/2016|FRT|Federal Realty|FRT US EQUITY|USD|Strip Center||Strip Center||JW|JC||837307.21003135|289307.21003135|3.76|485889.54895866|35000||||153.54|153.54||-1.02|BUY|70612|841.548|0|0|-0.00659938||||||||||462.77067447|SF|BUY|-0.00659938|10841.76648|0.02448873|||21046|81558.35|181686.85148896|837859.65257895|0|260618|260261|2689794|63352.79886507|9997.4|0|-27370.86|10813457.1268342|12196225.9809022|12175179.9648611|2996034.33886507|2974988.33886507|9200191.64203709|130.292183|130.25|130.292183|0.17842833|0.134596|0.134829|5.49249928|0.00286974|12455031.9808383|||514934.54895866|445162.35091163|0.13549722|0.04761979|0.04116744|0.04197|0.036283||0.04196206|0.04196206||0.24565257|0.2443486|0.243527|0.285496|||||||||160.528308|-0.04353318|0.232063||||0.040525|0.04353318||||||||||2016|1.1902137|2018|0.038017|||||||2016|2017|2018|2019|4.21|4.4752035|4.88174693|5.29564164|5.77913797|0.02741956|0.02914682|0.03179463|0.03449031|0.0376393|0.06299371|0.09084356|0.08478414|0.0913008|4.27630088|4.57683936||0.07028|33.54716825|||||||||5.32|5.68003507|6.18071567|6.71098687|7.28803705|0.03464895|0.03699385|0.04025476|0.04370839|0.0474667|||||5.41000877|5.80520522|0.073049|26.44867738|0.038|0.03110708|0.04474392|0.0383|0.0383||0.03451629|30|1|3|0||20||59|MD|0|2|0||2|0|8|0|0||10|3|2|5|74
28/04/2016|33|7|7||31/12/2015|||30/11/2015|28/04/2016|GGP|General Growth|GGP US EQUITY|USD|Mall||Mall||DB|SA||1518000|778622|0.76|2249327.5154973|180901.6||||28.75|28.45547666||-0.19|BUY|956002|315041|35|0.3|-0.00656531||||||||||893.33916495|SF|BUY|-0.00656531|27485.0575|0.02643478|0.2173913||569640|0|0|3380998.8428747|676325|556903.55508529|980290|19970136|405854.29906711|407903|7300|0|50905898.7213112|56089766.1192712|55520125.8544871|21771483.2990671|21201843.2990671|34318282.820204|35.89771|36|35.52996345|-0.19911326|-0.121826|-0.123076|8.62502053|0.00322521|44072673.6658912|||2298467.51549729|2059524.57875501|0.1039575|0.0451513|0.04045748|0.051415|0.04607||0.0514883|0.0514883||0.38815429|0.3818767|0.374398|0.316647|||||||||31.674243|-0.09232243|-0.117653||||0.048653|0||||||||||2016|1.63683074|2018|0.047523|||||||2016|2017|2018|2019|1.15338847|1.24399136|1.35766906|1.46944866|1.57301182|0.04011786|0.04326926|0.04722327|0.05111126|0.05471345|0.07855366|0.09138142|0.08233199|0.07047756|1.17603919|1.27241079||0.081945|22.59490436|||||||||1.43798808|1.56999111|1.70043284|1.76729011|1.88674023|0.05001698|0.05460839|0.05914549|0.06147096|0.06562575|||||1.47098884|1.60260154|0.089472|17.93958089|0.042|0.0470436|0.04401332|0.03842162|0.03392893||0.04628603|30|1|2|1||10||45|DE|0|1|0||3.5|0|0|2.5|0||6|3|2|5|56
28/04/2016|34|4|4||31/12/2015|||05/04/2016|28/04/2016|HCP|HCP, Inc.|HCP US EQUITY|USD|Health Care||Health Care||KTy|AS||442103|281866|2.26|1853712.7587515|87000||||33.91|30.87047579||-0.32|BUY|472471|1050.859|37.5|0.3|-0.00934853||||||||||||BUY|-0.00934852|16021.49161|0.06664701|0.10586848||346500|109545|320873|444243.03749128|0|1237242.24836373|436239|11463804|253725.81158744|0|0|0|26870136.9766651|29328540.2625201|28982039.9264504|12153768.8115874|11807268.8115874|17174771.4509327|36.350953|36.25|33.09263387|-0.06714963|-0.039322|-0.039792|5.99731752|0.00296639|25716857.4718021|||1846168.75875156|1723522.16322085|0.06643304|0.06870708|0.06414266|0.071519|0.066768||0.07155444|0.07155444||0.41440074|0.4073995|0.407399|0.412986|||||||||33.961759|-0.00152404|-0.065726||||0.071457|0.28976008||||||||||2016|1.05269088|2018||||||||2016|2017|2018|2019|2.63790379|2.37908138|2.53713253|2.68951106|2.82981671|0.07779132|0.0701587|0.0748196|0.07931321|0.0834508|-0.0981167|0.06643369|0.06005935|0.05216772|2.57319819|2.41859417||-0.060083|14.02054154|||||||||3.15858767|2.86834897|3.0403541|3.20710366|3.36050923|0.0931462|0.08458711|0.08965951|0.09457693|0.09910083|||||3.086028|2.91135025|-0.056603|11.64751646|0.005|0.01307397|0.02597113|0.02275917|0.02258063||0.01629826|5|1|3|0||15||29|MD|0|2|0||2|0|8|5|0||15|2|2|4|48
28/04/2016|37|9|9||31/12/2015|||01/02/2016|28/04/2016|HIW|Highwoods Properties|HIW US EQUITY|USD|Office||Office||JR|TG||545550|212227|1.7|380000|37000||||47.72|46.96253949||0.18|HOLD|99081.932|2422.381|47.75|0|0.00378629||||||||||204.11097682|SF|HOLD|0.00378629|4728.18979504|0.03562448|0.00062867||5036|278375|113745.97088196|313083.47453691|0|21737|188085|2120386|42205.41509898|29050|10167.5|10517.892775|6119457.6371817|6851435.08260057|6846399.05767958|2400411.80787398|2395375.80787398|4451023.27472659|44.922653|45|44.20959483|0.0622703|0.040453|0.040483|5.56671053|0.00540032|6396624.1824161|||400224.45196875|291601.32757788|0.27140552|0.06540195|0.0476515|0.062859|0.045798||0.06285726|0.06285726||0.35035168|0.3498738|0.344145|0.422853|||||||||47.569361|0.00316672|0.058917||||0.06299|0.83392291||||||||||2016|1.11176471|2018|0.045502|||||||2016|2017|2018|2019|1.76|1.89|2.08|2.23|2.38|0.03688181|0.03960604|0.04358759|0.04673093|0.04987427|0.07386364|0.1005291|0.07211538|0.06726457|1.7925|1.9375||0.080892|24.62967742|||||||||3.08|3.25|3.47|3.72|3.97|0.06454317|0.06810562|0.07271584|0.07795474|0.08319363|||||3.1225|3.305|0.058446|14.4387292|0.067|0.045|0.034|0.042|0.04||0.04225|5|1|3|0||20||30|MD|2|2|0||4|0|8|5|0||17|2|1|3|50
28/04/2016|39|5|5||31/12/2015|||01/03/2016|28/04/2016|HST|Host Hotels & Resorts|HST US EQUITY|USD|Lodging||Lodging||LH|DGu|0.07223054|0|0|0.8|1477027.7833776|104000||||15.82|15.73383115||-0.12|HOLD|760095.5954|13486.894|18.75|0.1|-0.00752823||||||||||319.55338046|Room|HOLD|-0.00752823|12024.71231923|0.0505689|0.1852086||328000|220000|0|4000.08|0|298000|243000|4264000|77512.12777811|0|0|442000|18515365.565471|19365365.645471|19037365.1309296|5026512.12777811|4698512.12777811|14338853.5176929|18.864539|18.75|18.76178706|-0.16138953|-0.119498|-0.121557|2.66481108|0.00537041|16201224.8815475|||1567699.2463305|1078259.8461413|0.31220236|0.08467018|0.05823595|0.096161|0.066139|0.082033|0.09638674|0.09638674|0.09638674|0.25956195|0.2468047|0.246804|0.226768|||||||||16.199546|-0.02342942|-0.14127||||0.094561|0||||||||||2016|1.31221395|2018|0.063611|||||||2016|2017|2018|2019|0.8999209|1.04977116|1.09195716|1.11692124|1.1242576|0.05688501|0.06635722|0.06902384|0.07060185|0.07106559|0.16651492|0.0401859|0.02286178|0.00656838|0.93738347|1.06031766||0.131146|14.92005707|1477.02778338|1521.38022705|1548.79063657|1557.32529871|10.96880171|10.64903079|10.46056484|10.40323746|1.48528845|1.69007415|1.75082866|1.78760384|1.79922105|0.09388675|0.10683149|0.11067185|0.11299645|0.11373079|||||1.53648488|1.70526278|0.109846|9.27716256|0.04094011|0.04811867|0.03377982|0.01922984|0.00552933||0.04453396|30|1|2|0||20||55|MD|0|0|0||0|0|8|5|0||13|3|2|5|73
28/04/2016|48|11|11||31/12/2015|||09/03/2016|28/04/2016|KIM|Kimco Realty|KIM US EQUITY|USD|Strip Center||Strip Center||JW|JC||504271|143216|1.02|1241091.0300937|108000||||28.42|28.42||-0.3|SELL|415852.325|15660|0|0|-0.01044568||||||||||230.04530297|SF|SELL|-0.01044568|11818.5230765|0.03589022|||189534|73934|0|252967.26288674|1854426.8608|2329269.49838577|265241|7466465|166881.19196072|800000|19100|163306|15399309.185361|20099440.8074335|19909906.5317811|8880993.19196072|8691459.19196072|11218447.6154728|26.976998|27|26.976998|0.05349009|0.029855|0.030139|5.86333381|0.00537328|15999384.9220407|||927304.82100749|780936.67280914|0.15784254|0.0602173|0.05071245|0.058471|0.049242||0.05845548|0.05845548||0.44185275|0.4365394|0.395399|0.404842|||||||||26.966423|0.05390322|-0.000393||||0.06023|0||||||||||2016|1.04648322|2018|0.048433|||||||2016|2017|2018|2019|1.04255606|1.06741288|1.15939743|1.24851151|1.33791458|0.03668389|0.03755851|0.04079512|0.04393074|0.04707652|0.02384219|0.08617523|0.07686241|0.07160773|1.04877027|1.09040902||0.039702|26.06361424|||||||||1.56|1.51458556|1.61508641|1.71299039|1.81975579|0.05489092|0.05329295|0.05682922|0.06027412|0.06403082|||||1.54864639|1.53971077|-0.00577|18.45801205|0.031|0.02836137|0.03720081|0.03093831|0.02886479||0.03057123|5|1|3|0||15||28|MD|0|2|0||2|5|8|5|0||20|2|0|2|50
28/04/2016|50|9|9||31/12/2015|||01/12/2014|28/04/2016|KRC|Kilroy Realty Corp|KRC US EQUITY|USD|Office||Office||JR|TG||1240000|774700|1.4|355000|50000||||65.4|63.70361752||0.51|SELL|95522.166|1.986057|71.25|0|0.00785946||||||||||582.95584806|SF|SELL|0.00785945|6247.1496564|0.02140673|0.08944954||25508|47375|706965.86391|1380273.11394989|262300|0|281315|2238508|95963.98465213|200000|8080|49361|7597317.2919501|10019739.26981|9994231.18016349|2873227.98465213|2847719.98465213|7146511.28515786|74.815213|74.75|72.87461336|-0.12584624|-0.089758|-0.089988|6.23380282|0.00499014|6697955.75283874|||380439.78561806|292299.7385223|0.23167936|0.05007554|0.03847407|0.055013|0.042268||0.05502734|0.05502734||0.28675676|0.2849363|0.264116|0.330358|||||||||61.802827|0.05820402|-0.173928||||0.057167|0.38076714||||||||||2016|1.35|2018|0.042258|||||||2016|2017|2018|2019|1.66|1.89|2.18|2.38|2.49|0.02538226|0.02889908|0.03333333|0.03639144|0.03807339|0.13855422|0.15343915|0.09174312|0.04621849|1.7175|1.9625||0.142649|33.32484076|||||||||3.39|3.4|3.7|3.9|4.07|0.05183486|0.05198777|0.05657492|0.05963303|0.06223242|||||3.3925|3.475|0.024318|18.82014388|0.047|0.07|0.052|0.038|0.052||0.0655|5|1|2|0||15||28|MD|2|2|3||7|0|8|5|0||20|3|0|3|51
28/04/2016|52|6|6||31/12/2015|||01/04/2016|28/04/2016|LPT|Liberty Property Trust|LPT US EQUITY|USD|Industrial||Industrial||EF|VT||888260.75|467333.95125|1.9|505186.46433497|69000||||35.51|35.51||-0.08|SELL|150283|1374.027|37.75|0.1|-0.00224782||||||||||92.33243817|SF|SELL|-0.00224782|5336.54933|0.05350605|0.06308082||35353|127364|294846.125|544464.65789696|624897.34303432|0|149323|3492304.55|110901.40963517|7537|279.70291783|180000|8283888.7053093|9910813.83124058|9875460.783814|3940345.662553|3904992.662553|5970468.16868758|39.728167|39.75|39.728167|-0.10617573|-0.063962|-0.064191|6.84292196|0.00696209|7649969.9140483|||526519.18432852|441535.82276861|0.16140601|0.06355942|0.05330055|0.067902|0.056942||0.06791925|0.06791925||0.39758043|0.3954238|0.394632|0.439893|||||||||32.419827|0.09531738|-0.183959||||0.07148|0.62177591||||||||||2016|0.96268558|2018|0.052506|||||||2016|2017|2018|2019|2.01322355|1.82910261|1.83655113|1.98059186|2.06041814|0.05669455|0.05150951|0.05171927|0.05577561|0.0580236|-0.09145578|0.00407223|0.07843001|0.04030426|1.96719332|1.83096474||-0.069251|19.39414737|||||||||2.68733113|2.44948162|2.45433858|2.64333823|2.75621143|0.07567815|0.06898005|0.06911683|0.07443926|0.07761789|||||2.62786875|2.45069586|-0.067421|14.4897621|0.02037222|0.02185843|0.017452|0.02271269|0.01930136||0.02075682|5|0|3|0||15||28|MD|0|0|0||0|0|8|5|0||13|3|2|5|46
28/04/2016|54|7|7||31/12/2015|||10/03/2016|28/04/2016|MAC|Macerich|MAC US EQUITY|USD|Mall||Mall||DB|SA||583000|308569|2.72|881801.68733945|74382.8||||76.92|76.92||-0.25|SELL|165533.112|9758|95|0.2|-0.0032396||||||||||846.26660186|SF|SELL|-0.0032396|12732.80697504|0.03536141|0.2350494||986434|146817|148015.4|678805.5560898|0|112196.18916883|101000.759|7326112|16949.91656439|0|0|336533.5|21216362.4898735|23288630.6351321|22302196.4967312|7780596.17556439|6794162.17556439|15508034.4595677|93.685391|93.75|93.685391|-0.17895417|-0.119166|-0.124437|7.18946005|0.00319395|18441135.1437467|||925153.23233945|821613.78318895|0.111916|0.04360565|0.03872548|0.049504|0.043964||0.04980301|0.04980301||0.33409419|0.3046409|0.30464|0.286616|||||||||75.658451|0.01667426|-0.19242||||0.050014|0.25217985||||||||||2016|1.19949674|2018|0.045091|||||||2016|2017|2018|2019|3.0874286|3.26263112|3.56969432|3.86322883|4.07346997|0.04013818|0.0424159|0.04640788|0.05022398|0.05295723|0.05674707|0.09411521|0.08222959|0.05442109|3.13122923|3.33939692||0.066481|23.03409922|||||||||3.9495736|4.11909299|4.48930901|4.8281281|5.06543334|0.05134651|0.05355035|0.05836335|0.06276818|0.06585327|||||3.99195345|4.211647|0.055034|18.26363893|0.066|0.04942164|0.04604243|0.03685844|0.03063674||0.04857684|5|1|3|1||0||12|MD|0|2|0||2|0|8|5|0||15|2|0|2|29
28/04/2016|57|8|8||31/12/2015|||13/11/2015|28/04/2016|ELS|Equity Lifestyle Props|ELS US EQUITY|USD|Manufactured Home Park||Manufactured Home Park||DBr|RB||0|0|1.7|400425.41064767|53500.93545313||||69.85|34.925||-0.41|SELL|92015.780119801|9126.014|65|0|-0.00583547||||||||||57.3|Site|SELL|-0.00583547|6427.30224137|0.02433787|-0.0694345||80258|66328|9581|0|170634.86016|68681.70909091|309432|2145713|88527.52996162|136144|0|0|7378371.30903088|7773854.87828179|7693596.83706294|2679816.52996162|2599558.52996162|5094038.34832017|55.360486|55.25|27.680243|0.26173025|0.171506|0.173295|5.15815167|0.00688216|8711635.24329766|||439721.80945313|400561.93445313|0.08905602|0.05959605|0.05428867|0.050871|0.04634||0.05079374|0.05079374||0.3447217|0.3378859|0.32019|0.290379|||||||||66.815013|0.04542373|0.206907||||0.05248|0||||||||||2016|1.68150486|2018|0.044801|||||||2016|2017|2018|2019|2.63080886|2.85855826|3.09520918|3.31812044|3.54407317|0.03766369|0.04092424|0.04431223|0.04750351|0.05073834|0.08657011|0.08278681|0.07201816|0.0680966|2.68774621|2.91772099||0.085564|23.93991757|||||||||2.83992514|3.26481514|3.50422491|3.7302447|3.95930595|0.04065748|0.04674037|0.05016786|0.05340365|0.05668298|||||2.94614764|3.32466758|0.128479|21.00961924|0.055|0.04260764|0.03806567|0.03366374|0.03181652||0.04147215|5|1|3|1||15||27|MD|0|2|0||2|0|8|5|0||15|2|0|2|44
